Using device: cuda
EP   1 | time 31.18s | reward -30108.1 | evac  53 | died 427 | eps 0.935 | lr 0.00028 | loss  0.433
EP  38 | time  9.95s | reward -19084.4 | evac 393 | died  87 | eps 0.095 | lr 0.00002 | loss 69.397
EP  39 | time 11.70s | reward -24117.7 | evac 386 | died  94 | eps 0.089 | lr 0.00002 | loss 70.243
EP  40 | time 10.47s | reward -16675.0 | evac 388 | died  92 | eps 0.084 | lr 0.00002 | loss 72.290
EP  41 | time 10.75s | reward -20602.7 | evac 386 | died  94 | eps 0.079 | lr 0.00002 | loss 71.969
EP  42 | time 10.69s | reward -17702.4 | evac 384 | died  96 | eps 0.074 | lr 0.00002 | loss 71.247
EP  43 | time 10.84s | reward -19114.0 | evac 395 | died  85 | eps 0.070 | lr 0.00002 | loss 71.806
EP  44 | time  9.65s | reward -18486.5 | evac 384 | died  96 | eps 0.065 | lr 0.00002 | loss 69.477
EP  45 | time 10.26s | reward -18687.5 | evac 380 | died 100 | eps 0.062 | lr 0.00001 | loss 71.356
EP  46 | time  9.15s | reward -16330.2 | evac 397 | died  83 | eps 0.058 | lr 0.00001 | loss 71.339
EP  47 | time  9.88s | reward -19902.5 | evac 395 | died  85 | eps 0.055 | lr 0.00001 | loss 70.360
EP  48 | time  8.52s | reward -15501.9 | evac 387 | died  93 | eps 0.052 | lr 0.00001 | loss 73.769
EP  49 | time  8.24s | reward -18073.2 | evac 390 | died  90 | eps 0.048 | lr 0.00001 | loss 69.315
EP  50 | time  8.19s | reward -16021.5 | evac 400 | died  80 | eps 0.046 | lr 0.00001 | loss 69.540
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_16_DuelingDDQN.csv
