Using device: cuda
EP   1 | time 20.46s | reward -16945.6 | evac  69 | died 411 | eps 0.952 | lr 0.00028 | loss  0.023
EP  25 | time 15.02s | reward  23719.1 | evac 342 | died 138 | eps 0.258 | lr 0.00005 | loss  0.718
EP  26 | time 15.33s | reward  23975.0 | evac 340 | died 140 | eps 0.244 | lr 0.00005 | loss  0.734
EP  27 | time 14.37s | reward  21183.6 | evac 321 | died 159 | eps 0.231 | lr 0.00005 | loss  0.749
EP  28 | time 13.84s | reward  18800.2 | evac 286 | died 194 | eps 0.220 | lr 0.00004 | loss  0.754
EP  29 | time 15.76s | reward  30742.0 | evac 353 | died 127 | eps 0.208 | lr 0.00004 | loss  0.768
EP  30 | time 16.19s | reward  31935.4 | evac 361 | died 119 | eps 0.197 | lr 0.00004 | loss  0.780
EP  31 | time 16.54s | reward  32492.7 | evac 370 | died 110 | eps 0.186 | lr 0.00004 | loss  0.783
EP  32 | time 16.02s | reward  29494.0 | evac 352 | died 128 | eps 0.176 | lr 0.00003 | loss  0.800
EP  33 | time 14.53s | reward  31204.6 | evac 338 | died 142 | eps 0.166 | lr 0.00003 | loss  0.807
EP  34 | time 11.45s | reward  30080.7 | evac 334 | died 146 | eps 0.157 | lr 0.00003 | loss  0.843
EP  35 | time  9.42s | reward  30942.8 | evac 348 | died 132 | eps 0.149 | lr 0.00003 | loss  0.842
EP  36 | time  9.40s | reward  33275.1 | evac 360 | died 120 | eps 0.141 | lr 0.00003 | loss  0.863
EP  37 | time  9.64s | reward  35739.7 | evac 357 | died 123 | eps 0.133 | lr 0.00002 | loss  0.871
EP  38 | time  9.26s | reward  32982.8 | evac 338 | died 142 | eps 0.126 | lr 0.00002 | loss  0.913
EP  39 | time  9.53s | reward  35168.4 | evac 357 | died 123 | eps 0.119 | lr 0.00002 | loss  0.921
EP  40 | time 10.00s | reward  28572.8 | evac 318 | died 162 | eps 0.113 | lr 0.00002 | loss  0.921
EP  41 | time  9.17s | reward  30196.4 | evac 320 | died 160 | eps 0.107 | lr 0.00002 | loss  0.931
EP  42 | time  9.47s | reward  28061.3 | evac 299 | died 181 | eps 0.101 | lr 0.00002 | loss  0.880
EP  43 | time  9.43s | reward  35942.9 | evac 334 | died 146 | eps 0.095 | lr 0.00002 | loss  0.963
EP  44 | time  7.92s | reward  30924.0 | evac 323 | died 157 | eps 0.091 | lr 0.00002 | loss  0.963
EP  45 | time  7.46s | reward  30754.7 | evac 320 | died 160 | eps 0.086 | lr 0.00001 | loss  0.948
EP  46 | time  7.82s | reward  33282.7 | evac 323 | died 157 | eps 0.081 | lr 0.00001 | loss  0.936
EP  47 | time  7.62s | reward  27955.0 | evac 308 | died 172 | eps 0.077 | lr 0.00001 | loss  0.977
EP  48 | time  7.42s | reward  31980.8 | evac 312 | died 168 | eps 0.073 | lr 0.00001 | loss  0.997
EP  49 | time  7.81s | reward  25440.2 | evac 286 | died 194 | eps 0.069 | lr 0.00001 | loss  0.996
EP  50 | time  8.11s | reward  29872.7 | evac 298 | died 182 | eps 0.065 | lr 0.00001 | loss  1.010
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_8_QRDQN.csv
