Using device: cuda
EP   1 | time 30.86s | reward -17073.7 | evac  76 | died 404 | eps 0.951 | lr 0.00028 | loss  0.021
EP  21 | time 15.22s | reward  25966.2 | evac 328 | died 152 | eps 0.317 | lr 0.00007 | loss  0.743
EP  22 | time 14.89s | reward  32262.5 | evac 342 | died 138 | eps 0.298 | lr 0.00007 | loss  0.753
EP  23 | time 16.45s | reward  36660.1 | evac 357 | died 123 | eps 0.280 | lr 0.00006 | loss  0.796
EP  24 | time 15.26s | reward  32221.0 | evac 345 | died 135 | eps 0.263 | lr 0.00006 | loss  0.861
EP  25 | time 13.64s | reward  30604.4 | evac 334 | died 146 | eps 0.249 | lr 0.00005 | loss  0.860
EP  26 | time 12.95s | reward  31252.5 | evac 337 | died 143 | eps 0.237 | lr 0.00005 | loss  0.885
EP  27 | time 14.64s | reward  36356.1 | evac 354 | died 126 | eps 0.223 | lr 0.00005 | loss  0.925
EP  28 | time 13.73s | reward  34815.5 | evac 348 | died 132 | eps 0.211 | lr 0.00004 | loss  0.945
EP  29 | time 14.23s | reward  36420.3 | evac 365 | died 115 | eps 0.200 | lr 0.00004 | loss  0.983
EP  30 | time 14.46s | reward  41675.2 | evac 391 | died  89 | eps 0.188 | lr 0.00004 | loss  1.011
EP  31 | time 13.38s | reward  35031.7 | evac 366 | died 114 | eps 0.179 | lr 0.00004 | loss  0.990
EP  32 | time 14.51s | reward  36601.5 | evac 358 | died 122 | eps 0.169 | lr 0.00003 | loss  1.037
EP  33 | time 11.91s | reward  42966.5 | evac 383 | died  97 | eps 0.159 | lr 0.00003 | loss  1.033
EP  34 | time 11.61s | reward  38835.4 | evac 373 | died 107 | eps 0.151 | lr 0.00003 | loss  1.038
EP  35 | time  9.04s | reward  36866.0 | evac 357 | died 123 | eps 0.143 | lr 0.00003 | loss  1.064
EP  36 | time  9.52s | reward  43335.6 | evac 376 | died 104 | eps 0.135 | lr 0.00003 | loss  1.083
EP  37 | time  9.06s | reward  37374.2 | evac 360 | died 120 | eps 0.128 | lr 0.00002 | loss  1.063
EP  38 | time  9.60s | reward  43049.9 | evac 373 | died 107 | eps 0.120 | lr 0.00002 | loss  1.123
EP  39 | time  8.70s | reward  37123.0 | evac 353 | died 127 | eps 0.114 | lr 0.00002 | loss  1.128
EP  40 | time  9.26s | reward  40909.8 | evac 366 | died 114 | eps 0.108 | lr 0.00002 | loss  1.158
EP  41 | time  8.74s | reward  39782.1 | evac 375 | died 105 | eps 0.102 | lr 0.00002 | loss  1.163
EP  42 | time  9.64s | reward  43643.9 | evac 375 | died 105 | eps 0.096 | lr 0.00002 | loss  1.205
EP  43 | time  6.88s | reward  46878.6 | evac 400 | died  80 | eps 0.091 | lr 0.00002 | loss  1.182
EP  44 | time  6.53s | reward  41378.4 | evac 369 | died 111 | eps 0.086 | lr 0.00002 | loss  1.219
EP  45 | time  6.37s | reward  39814.6 | evac 356 | died 124 | eps 0.082 | lr 0.00001 | loss  1.207
EP  46 | time  6.66s | reward  47922.9 | evac 390 | died  90 | eps 0.077 | lr 0.00001 | loss  1.272
EP  47 | time  6.27s | reward  39550.4 | evac 359 | died 121 | eps 0.073 | lr 0.00001 | loss  1.282
EP  48 | time  6.82s | reward  46100.1 | evac 384 | died  96 | eps 0.069 | lr 0.00001 | loss  1.259
EP  49 | time  6.48s | reward  44575.2 | evac 385 | died  95 | eps 0.065 | lr 0.00001 | loss  1.271
EP  50 | time  6.49s | reward  45026.6 | evac 384 | died  96 | eps 0.062 | lr 0.00001 | loss  1.314
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_19_QRDQN.csv
