Using device: cuda
EP   1 | time 29.48s | reward -23577.1 | evac  47 | died 433 | eps 0.947 | lr 0.00028 | loss  0.804
EP  38 | time  7.99s | reward -16125.9 | evac 345 | died 135 | eps 0.125 | lr 0.00002 | loss 87.400
EP  39 | time  9.10s | reward -19177.2 | evac 348 | died 132 | eps 0.118 | lr 0.00002 | loss 87.939
EP  40 | time  9.01s | reward -21112.0 | evac 341 | died 139 | eps 0.112 | lr 0.00002 | loss 95.627
EP  41 | time  8.84s | reward -21119.3 | evac 330 | died 150 | eps 0.106 | lr 0.00002 | loss 90.775
EP  42 | time  9.07s | reward -18422.3 | evac 345 | died 135 | eps 0.100 | lr 0.00002 | loss 93.620
EP  43 | time  8.58s | reward -20502.1 | evac 334 | died 146 | eps 0.095 | lr 0.00002 | loss 93.483
EP  44 | time  9.31s | reward -19854.3 | evac 346 | died 134 | eps 0.090 | lr 0.00002 | loss 95.363
EP  45 | time  8.79s | reward -19590.1 | evac 347 | died 133 | eps 0.085 | lr 0.00001 | loss 91.795
EP  46 | time  8.78s | reward -20496.4 | evac 350 | died 130 | eps 0.080 | lr 0.00001 | loss 94.670
EP  47 | time  9.52s | reward -22211.8 | evac 343 | died 137 | eps 0.076 | lr 0.00001 | loss 91.227
EP  48 | time  9.13s | reward -18428.9 | evac 340 | died 140 | eps 0.072 | lr 0.00001 | loss 90.817
EP  49 | time  8.90s | reward -21644.6 | evac 335 | died 145 | eps 0.068 | lr 0.00001 | loss 91.054
EP  50 | time  9.02s | reward -19500.1 | evac 345 | died 135 | eps 0.064 | lr 0.00001 | loss 97.055
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_19_DuelingDDQN.csv
