Using device: cuda
EP   1 | time 14.68s | reward -19677.6 | evac  60 | died 420 | eps 0.944 | lr 0.00028 | loss  0.237
EP  36 | time 12.97s | reward  43105.9 | evac 410 | died  70 | eps 0.126 | lr 0.00003 | loss  3.466
EP  37 | time 15.24s | reward  57418.8 | evac 427 | died  53 | eps 0.118 | lr 0.00002 | loss  3.447
EP  38 | time 13.14s | reward  53567.0 | evac 410 | died  70 | eps 0.111 | lr 0.00002 | loss  3.538
EP  39 | time 12.89s | reward  45294.8 | evac 407 | died  73 | eps 0.105 | lr 0.00002 | loss  3.399
EP  40 | time 13.39s | reward  52025.1 | evac 438 | died  42 | eps 0.099 | lr 0.00002 | loss  3.125
EP  41 | time 15.20s | reward  48481.8 | evac 419 | died  61 | eps 0.093 | lr 0.00002 | loss  3.026
EP  42 | time 12.09s | reward  48852.2 | evac 413 | died  67 | eps 0.087 | lr 0.00002 | loss  2.661
EP  43 | time 11.23s | reward  41166.1 | evac 397 | died  83 | eps 0.082 | lr 0.00002 | loss  2.554
EP  44 | time 11.16s | reward  38487.4 | evac 394 | died  86 | eps 0.078 | lr 0.00002 | loss  2.372
EP  45 | time 12.12s | reward  43237.3 | evac 412 | died  68 | eps 0.074 | lr 0.00001 | loss  2.380
EP  46 | time 11.70s | reward  38554.4 | evac 401 | died  79 | eps 0.070 | lr 0.00001 | loss  2.124
EP  47 | time 12.56s | reward  44410.8 | evac 409 | died  71 | eps 0.066 | lr 0.00001 | loss  2.280
EP  48 | time 12.84s | reward  41577.1 | evac 386 | died  94 | eps 0.062 | lr 0.00001 | loss  1.995
EP  49 | time 12.63s | reward  39811.1 | evac 383 | died  97 | eps 0.059 | lr 0.00001 | loss  1.896
EP  50 | time 13.60s | reward  42887.8 | evac 391 | died  89 | eps 0.055 | lr 0.00001 | loss  2.013
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_4_DuelingDDQNPrioritized.csv
