Using device: cuda
EP   1 | time 21.31s | reward -22869.9 | evac  57 | died 423 | eps 0.947 | lr 0.00028 | loss  0.654
EP  34 | time 10.25s | reward -23171.6 | evac 357 | died 123 | eps 0.129 | lr 0.00003 | loss 39.362
EP  35 | time  9.16s | reward -21168.6 | evac 369 | died 111 | eps 0.121 | lr 0.00003 | loss 41.040
EP  36 | time  9.49s | reward -19991.9 | evac 360 | died 120 | eps 0.114 | lr 0.00003 | loss 42.113
EP  37 | time  9.44s | reward -22430.4 | evac 347 | died 133 | eps 0.108 | lr 0.00002 | loss 42.484
EP  38 | time 10.13s | reward -24747.5 | evac 356 | died 124 | eps 0.101 | lr 0.00002 | loss 45.049
EP  39 | time 10.38s | reward -20650.6 | evac 355 | died 125 | eps 0.096 | lr 0.00002 | loss 41.925
EP  40 | time  9.99s | reward -19933.9 | evac 364 | died 116 | eps 0.090 | lr 0.00002 | loss 44.213
EP  41 | time 10.12s | reward -17180.2 | evac 372 | died 108 | eps 0.086 | lr 0.00002 | loss 45.047
EP  42 | time  9.66s | reward -22331.4 | evac 373 | died 107 | eps 0.081 | lr 0.00002 | loss 46.739
EP  43 | time 10.23s | reward -27198.7 | evac 371 | died 109 | eps 0.076 | lr 0.00002 | loss 45.620
EP  44 | time 11.25s | reward -23927.3 | evac 367 | died 113 | eps 0.071 | lr 0.00002 | loss 46.021
EP  45 | time 10.35s | reward -24539.3 | evac 362 | died 118 | eps 0.067 | lr 0.00001 | loss 47.826
EP  46 | time  8.59s | reward -19409.8 | evac 362 | died 118 | eps 0.063 | lr 0.00001 | loss 50.355
EP  47 | time 10.47s | reward -25241.2 | evac 360 | died 120 | eps 0.059 | lr 0.00001 | loss 47.380
EP  48 | time  9.12s | reward -21561.8 | evac 360 | died 120 | eps 0.056 | lr 0.00001 | loss 49.491
EP  49 | time  9.85s | reward -23361.0 | evac 362 | died 118 | eps 0.053 | lr 0.00001 | loss 47.192
EP  50 | time  9.33s | reward -21716.5 | evac 366 | died 114 | eps 0.050 | lr 0.00001 | loss 48.656
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_10_DuelingDDQN.csv
