Using device: cuda
EP   1 | time 26.56s | reward -21884.4 | evac  52 | died 428 | eps 0.945 | lr 0.00028 | loss  0.643
EP  37 | time  9.19s | reward -16033.8 | evac 353 | died 127 | eps 0.118 | lr 0.00002 | loss 49.863
EP  38 | time  9.73s | reward -16064.1 | evac 361 | died 119 | eps 0.111 | lr 0.00002 | loss 51.288
EP  39 | time  9.57s | reward -16362.8 | evac 365 | died 115 | eps 0.105 | lr 0.00002 | loss 53.401
EP  40 | time  9.86s | reward -16389.6 | evac 368 | died 112 | eps 0.099 | lr 0.00002 | loss 53.853
EP  41 | time  9.49s | reward -15073.8 | evac 368 | died 112 | eps 0.094 | lr 0.00002 | loss 56.460
EP  42 | time 10.06s | reward -18208.6 | evac 357 | died 123 | eps 0.089 | lr 0.00002 | loss 55.498
EP  43 | time 10.06s | reward -18068.8 | evac 362 | died 118 | eps 0.084 | lr 0.00002 | loss 55.367
EP  44 | time  9.72s | reward -17698.1 | evac 369 | died 111 | eps 0.079 | lr 0.00002 | loss 55.372
EP  45 | time  9.19s | reward -14638.0 | evac 365 | died 115 | eps 0.075 | lr 0.00001 | loss 55.359
EP  46 | time 10.52s | reward -18577.6 | evac 354 | died 126 | eps 0.070 | lr 0.00001 | loss 54.694
EP  47 | time  9.07s | reward -15591.5 | evac 381 | died  99 | eps 0.067 | lr 0.00001 | loss 58.209
EP  48 | time  9.46s | reward -17815.4 | evac 369 | died 111 | eps 0.063 | lr 0.00001 | loss 56.347
EP  49 | time 10.43s | reward -18938.0 | evac 368 | died 112 | eps 0.059 | lr 0.00001 | loss 54.888
EP  50 | time  9.59s | reward -17353.3 | evac 381 | died  99 | eps 0.056 | lr 0.00001 | loss 55.675
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_14_DuelingDDQN.csv
