Using device: cuda
EP   1 | time 15.84s | reward -21309.0 | evac  50 | died 430 | eps 0.950 | lr 0.00028 | loss  0.543
EP  21 | time  9.03s | reward -21513.9 | evac 332 | died 148 | eps 0.299 | lr 0.00007 | loss 43.475
EP  22 | time  9.81s | reward -18583.0 | evac 336 | died 144 | eps 0.284 | lr 0.00007 | loss 54.929
EP  23 | time  9.37s | reward -23319.3 | evac 347 | died 133 | eps 0.267 | lr 0.00006 | loss 55.793
EP  24 | time  9.55s | reward -20737.9 | evac 338 | died 142 | eps 0.253 | lr 0.00006 | loss 67.111
EP  25 | time 10.30s | reward -23796.5 | evac 347 | died 133 | eps 0.238 | lr 0.00005 | loss 71.555
EP  26 | time 10.74s | reward -24941.9 | evac 357 | died 123 | eps 0.223 | lr 0.00005 | loss 80.767
EP  27 | time 11.10s | reward -26142.0 | evac 352 | died 128 | eps 0.209 | lr 0.00005 | loss 90.568
EP  28 | time  9.78s | reward -20664.8 | evac 354 | died 126 | eps 0.198 | lr 0.00004 | loss 105.239
EP  29 | time  9.12s | reward -20822.0 | evac 352 | died 128 | eps 0.187 | lr 0.00004 | loss 109.656
EP  30 | time  9.92s | reward -20370.3 | evac 361 | died 119 | eps 0.177 | lr 0.00004 | loss 115.542
EP  31 | time  9.03s | reward -19504.9 | evac 361 | died 119 | eps 0.167 | lr 0.00004 | loss 123.641
EP  32 | time  9.65s | reward -20011.6 | evac 348 | died 132 | eps 0.158 | lr 0.00003 | loss 126.299
EP  33 | time  9.85s | reward -20113.9 | evac 363 | died 117 | eps 0.149 | lr 0.00003 | loss 128.270
EP  34 | time  9.98s | reward -21408.9 | evac 368 | died 112 | eps 0.141 | lr 0.00003 | loss 134.670
EP  35 | time  9.89s | reward -19535.1 | evac 374 | died 106 | eps 0.133 | lr 0.00003 | loss 145.297
EP  36 | time  8.74s | reward -20355.6 | evac 367 | died 113 | eps 0.126 | lr 0.00003 | loss 147.739
EP  37 | time 10.01s | reward -20947.9 | evac 366 | died 114 | eps 0.119 | lr 0.00002 | loss 149.037
EP  38 | time  9.47s | reward -23491.7 | evac 374 | died 106 | eps 0.112 | lr 0.00002 | loss 162.315
EP  39 | time  8.74s | reward -19321.2 | evac 354 | died 126 | eps 0.106 | lr 0.00002 | loss 161.165
EP  40 | time  9.92s | reward -24485.0 | evac 373 | died 107 | eps 0.100 | lr 0.00002 | loss 165.194
EP  41 | time  8.26s | reward -18264.9 | evac 374 | died 106 | eps 0.094 | lr 0.00002 | loss 175.961
EP  42 | time  9.20s | reward -19674.0 | evac 373 | died 107 | eps 0.089 | lr 0.00002 | loss 179.458
EP  43 | time  8.76s | reward -20652.3 | evac 375 | died 105 | eps 0.084 | lr 0.00002 | loss 182.082
EP  44 | time  9.47s | reward -22023.6 | evac 384 | died  96 | eps 0.080 | lr 0.00002 | loss 191.991
EP  45 | time  9.48s | reward -19187.8 | evac 374 | died 106 | eps 0.075 | lr 0.00001 | loss 195.110
EP  46 | time  8.88s | reward -19274.7 | evac 384 | died  96 | eps 0.071 | lr 0.00001 | loss 190.800
EP  47 | time  9.74s | reward -18881.7 | evac 376 | died 104 | eps 0.068 | lr 0.00001 | loss 186.455
EP  48 | time  9.47s | reward -19915.4 | evac 379 | died 101 | eps 0.064 | lr 0.00001 | loss 194.755
EP  49 | time  9.13s | reward -19421.7 | evac 366 | died 114 | eps 0.060 | lr 0.00001 | loss 206.100
EP  50 | time  9.41s | reward -22429.2 | evac 386 | died  94 | eps 0.057 | lr 0.00001 | loss 200.469
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_6_DuelingDDQN.csv
