Using device: cuda
EP   1 | time 33.76s | reward -18424.0 | evac  78 | died 402 | eps 0.948 | lr 0.00028 | loss  0.024
EP  25 | time 14.44s | reward  32496.2 | evac 361 | died 119 | eps 0.248 | lr 0.00005 | loss  0.961
EP  26 | time 15.27s | reward  34795.6 | evac 362 | died 118 | eps 0.234 | lr 0.00005 | loss  1.011
EP  27 | time 12.87s | reward  30138.1 | evac 355 | died 125 | eps 0.223 | lr 0.00005 | loss  1.025
EP  28 | time 14.32s | reward  38268.2 | evac 363 | died 117 | eps 0.210 | lr 0.00004 | loss  1.041
EP  29 | time 15.11s | reward  34392.2 | evac 351 | died 129 | eps 0.198 | lr 0.00004 | loss  1.025
EP  30 | time 14.48s | reward  34795.3 | evac 350 | died 130 | eps 0.187 | lr 0.00004 | loss  1.011
EP  31 | time 14.95s | reward  35851.9 | evac 351 | died 129 | eps 0.176 | lr 0.00004 | loss  1.001
EP  32 | time 13.15s | reward  38071.8 | evac 358 | died 122 | eps 0.167 | lr 0.00003 | loss  1.031
EP  33 | time 14.06s | reward  38533.2 | evac 351 | died 129 | eps 0.158 | lr 0.00003 | loss  1.043
EP  34 | time 11.53s | reward  36779.9 | evac 344 | died 136 | eps 0.149 | lr 0.00003 | loss  1.049
EP  35 | time  9.57s | reward  36806.5 | evac 339 | died 141 | eps 0.141 | lr 0.00003 | loss  1.079
EP  36 | time  9.22s | reward  39089.2 | evac 341 | died 139 | eps 0.133 | lr 0.00003 | loss  1.061
EP  37 | time  9.85s | reward  40421.0 | evac 353 | died 127 | eps 0.126 | lr 0.00002 | loss  1.107
EP  38 | time  9.51s | reward  41232.6 | evac 351 | died 129 | eps 0.119 | lr 0.00002 | loss  1.127
EP  39 | time  9.09s | reward  43084.6 | evac 362 | died 118 | eps 0.112 | lr 0.00002 | loss  1.162
EP  40 | time  9.72s | reward  39885.8 | evac 348 | died 132 | eps 0.106 | lr 0.00002 | loss  1.138
EP  41 | time  9.82s | reward  41974.0 | evac 360 | died 120 | eps 0.100 | lr 0.00002 | loss  1.179
EP  42 | time  9.96s | reward  53572.9 | evac 388 | died  92 | eps 0.094 | lr 0.00002 | loss  1.196
EP  43 | time  7.66s | reward  42953.9 | evac 344 | died 136 | eps 0.089 | lr 0.00002 | loss  1.217
EP  44 | time  6.70s | reward  43661.5 | evac 355 | died 125 | eps 0.084 | lr 0.00002 | loss  1.249
EP  45 | time  6.85s | reward  47110.5 | evac 361 | died 119 | eps 0.079 | lr 0.00001 | loss  1.258
EP  46 | time  7.04s | reward  39932.2 | evac 341 | died 139 | eps 0.075 | lr 0.00001 | loss  1.282
EP  47 | time  6.79s | reward  44814.6 | evac 360 | died 120 | eps 0.071 | lr 0.00001 | loss  1.256
EP  48 | time  6.29s | reward  38577.4 | evac 347 | died 133 | eps 0.067 | lr 0.00001 | loss  1.294
EP  49 | time  6.64s | reward  42450.7 | evac 344 | died 136 | eps 0.064 | lr 0.00001 | loss  1.319
EP  50 | time  7.04s | reward  45627.7 | evac 362 | died 118 | eps 0.060 | lr 0.00001 | loss  1.321
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_20_QRDQN.csv
