Using device: cuda
EP   1 | time 35.14s | reward -28458.6 | evac  58 | died 422 | eps 0.940 | lr 0.00028 | loss  0.460
EP  23 | time  9.59s | reward -19997.4 | evac 346 | died 134 | eps 0.244 | lr 0.00006 | loss 28.506
EP  24 | time  9.31s | reward -22714.9 | evac 358 | died 122 | eps 0.230 | lr 0.00006 | loss 25.822
EP  25 | time  9.88s | reward -25114.7 | evac 353 | died 127 | eps 0.215 | lr 0.00005 | loss 28.451
EP  26 | time  9.56s | reward -20953.5 | evac 352 | died 128 | eps 0.203 | lr 0.00005 | loss 31.094
EP  27 | time  9.01s | reward -23400.8 | evac 364 | died 116 | eps 0.191 | lr 0.00005 | loss 34.276
EP  28 | time  9.00s | reward -18828.4 | evac 365 | died 115 | eps 0.180 | lr 0.00004 | loss 35.739
EP  29 | time  9.31s | reward -20650.4 | evac 377 | died 103 | eps 0.170 | lr 0.00004 | loss 38.321
EP  30 | time  9.49s | reward -24251.6 | evac 379 | died 101 | eps 0.160 | lr 0.00004 | loss 38.968
EP  31 | time 10.88s | reward -23603.3 | evac 382 | died  98 | eps 0.150 | lr 0.00004 | loss 41.531
EP  32 | time 11.09s | reward -25873.9 | evac 376 | died 104 | eps 0.140 | lr 0.00003 | loss 41.855
EP  33 | time 10.12s | reward -21292.6 | evac 362 | died 118 | eps 0.132 | lr 0.00003 | loss 45.645
EP  34 | time  9.34s | reward -21156.2 | evac 375 | died 105 | eps 0.125 | lr 0.00003 | loss 47.416
EP  35 | time 10.25s | reward -24922.6 | evac 384 | died  96 | eps 0.117 | lr 0.00003 | loss 50.921
EP  36 | time  9.67s | reward -24299.7 | evac 379 | died 101 | eps 0.110 | lr 0.00003 | loss 53.253
EP  37 | time  9.70s | reward -23575.1 | evac 385 | died  95 | eps 0.103 | lr 0.00002 | loss 54.725
EP  38 | time 10.53s | reward -23966.8 | evac 380 | died 100 | eps 0.097 | lr 0.00002 | loss 54.596
EP  39 | time  9.83s | reward -24867.3 | evac 381 | died  99 | eps 0.090 | lr 0.00002 | loss 57.745
EP  40 | time  9.06s | reward -21744.2 | evac 389 | died  91 | eps 0.085 | lr 0.00002 | loss 58.504
EP  41 | time  9.41s | reward -22627.9 | evac 385 | died  95 | eps 0.080 | lr 0.00002 | loss 59.847
EP  42 | time  8.97s | reward -22213.0 | evac 374 | died 106 | eps 0.075 | lr 0.00002 | loss 61.451
EP  43 | time  9.12s | reward -20860.6 | evac 383 | died  97 | eps 0.071 | lr 0.00002 | loss 62.454
EP  44 | time  9.34s | reward -24952.9 | evac 387 | died  93 | eps 0.066 | lr 0.00002 | loss 63.144
EP  45 | time  8.65s | reward -17614.2 | evac 389 | died  91 | eps 0.063 | lr 0.00001 | loss 61.141
EP  46 | time  9.80s | reward -24807.7 | evac 381 | died  99 | eps 0.059 | lr 0.00001 | loss 61.942
EP  47 | time  8.84s | reward -20821.3 | evac 385 | died  95 | eps 0.056 | lr 0.00001 | loss 62.894
EP  48 | time  9.14s | reward -23246.1 | evac 385 | died  95 | eps 0.052 | lr 0.00001 | loss 61.389
EP  49 | time  9.51s | reward -28093.1 | evac 386 | died  94 | eps 0.049 | lr 0.00001 | loss 63.207
EP  50 | time  8.26s | reward -26312.4 | evac 385 | died  95 | eps 0.046 | lr 0.00001 | loss 64.364
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_20_DuelingDDQN.csv
