Using device: cuda
EP   1 | time 23.60s | reward -21916.9 | evac  64 | died 416 | eps 0.948 | lr 0.00028 | loss  0.728
EP  22 | time  9.48s | reward -18575.5 | evac 333 | died 147 | eps 0.315 | lr 0.00007 | loss 16.008
EP  23 | time  9.91s | reward -17276.4 | evac 339 | died 141 | eps 0.299 | lr 0.00006 | loss 17.685
EP  24 | time  9.24s | reward -15912.2 | evac 336 | died 144 | eps 0.284 | lr 0.00006 | loss 18.623
EP  25 | time  9.20s | reward -14333.7 | evac 350 | died 130 | eps 0.270 | lr 0.00005 | loss 21.950
EP  26 | time  9.43s | reward -15470.7 | evac 358 | died 122 | eps 0.256 | lr 0.00005 | loss 24.968
EP  27 | time  9.27s | reward -17990.8 | evac 368 | died 112 | eps 0.243 | lr 0.00005 | loss 26.464
EP  28 | time  9.61s | reward -16591.7 | evac 360 | died 120 | eps 0.230 | lr 0.00004 | loss 27.756
EP  29 | time  9.31s | reward -17461.0 | evac 367 | died 113 | eps 0.218 | lr 0.00004 | loss 30.153
EP  30 | time  9.33s | reward -18142.4 | evac 361 | died 119 | eps 0.206 | lr 0.00004 | loss 28.960
EP  31 | time  9.10s | reward -14704.2 | evac 374 | died 106 | eps 0.196 | lr 0.00004 | loss 30.754
EP  32 | time  9.24s | reward -15903.1 | evac 372 | died 108 | eps 0.186 | lr 0.00003 | loss 31.381
EP  33 | time 10.10s | reward -18901.2 | evac 361 | died 119 | eps 0.176 | lr 0.00003 | loss 33.510
EP  34 | time  8.84s | reward -16017.2 | evac 362 | died 118 | eps 0.167 | lr 0.00003 | loss 33.321
EP  35 | time  9.36s | reward -16720.6 | evac 370 | died 110 | eps 0.158 | lr 0.00003 | loss 34.516
EP  36 | time  9.36s | reward -17679.3 | evac 385 | died  95 | eps 0.150 | lr 0.00003 | loss 37.828
EP  37 | time  8.67s | reward -15330.5 | evac 390 | died  90 | eps 0.143 | lr 0.00002 | loss 38.759
EP  38 | time  9.37s | reward -15584.7 | evac 382 | died  98 | eps 0.135 | lr 0.00002 | loss 39.536
EP  39 | time  8.52s | reward -14489.6 | evac 383 | died  97 | eps 0.129 | lr 0.00002 | loss 42.821
EP  40 | time  9.32s | reward -17396.5 | evac 381 | died  99 | eps 0.122 | lr 0.00002 | loss 42.702
EP  41 | time  9.67s | reward -18035.7 | evac 393 | died  87 | eps 0.115 | lr 0.00002 | loss 42.096
EP  42 | time  9.57s | reward -15313.7 | evac 389 | died  91 | eps 0.110 | lr 0.00002 | loss 42.923
EP  43 | time  9.26s | reward -13802.9 | evac 394 | died  86 | eps 0.104 | lr 0.00002 | loss 43.892
EP  44 | time 10.03s | reward -17390.6 | evac 375 | died 105 | eps 0.099 | lr 0.00002 | loss 43.007
EP  45 | time  9.38s | reward -16282.2 | evac 386 | died  94 | eps 0.093 | lr 0.00001 | loss 43.402
EP  46 | time  8.70s | reward -15596.9 | evac 391 | died  89 | eps 0.089 | lr 0.00001 | loss 42.816
EP  47 | time  8.89s | reward -13865.6 | evac 379 | died 101 | eps 0.084 | lr 0.00001 | loss 44.806
EP  48 | time  8.86s | reward -17567.9 | evac 395 | died  85 | eps 0.080 | lr 0.00001 | loss 44.232
EP  49 | time  9.17s | reward -15127.7 | evac 382 | died  98 | eps 0.076 | lr 0.00001 | loss 42.066
EP  50 | time  9.00s | reward -14674.8 | evac 355 | died 125 | eps 0.072 | lr 0.00001 | loss 43.475
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_12_DuelingDDQN.csv
