Using device: cuda
EP   1 | time 23.45s | reward -12969.3 | evac  70 | died 410 | eps 0.949 | lr 0.00028 | loss  0.293
EP  38 | time 14.98s | reward  27538.2 | evac 327 | died 153 | eps 0.119 | lr 0.00002 | loss  1.069
EP  39 | time 14.18s | reward  32555.4 | evac 329 | died 151 | eps 0.112 | lr 0.00002 | loss  1.106
EP  40 | time 12.42s | reward  28927.0 | evac 310 | died 170 | eps 0.106 | lr 0.00002 | loss  0.925
EP  41 | time 13.10s | reward  40778.9 | evac 383 | died  97 | eps 0.100 | lr 0.00002 | loss  0.998
EP  42 | time 12.71s | reward  33529.8 | evac 328 | died 152 | eps 0.094 | lr 0.00002 | loss  0.887
EP  43 | time 12.74s | reward  34196.2 | evac 355 | died 125 | eps 0.089 | lr 0.00002 | loss  0.857
EP  44 | time 13.64s | reward  36456.5 | evac 343 | died 137 | eps 0.083 | lr 0.00002 | loss  0.887
EP  45 | time 12.40s | reward  26629.0 | evac 318 | died 162 | eps 0.079 | lr 0.00001 | loss  0.789
EP  46 | time 13.10s | reward  27328.2 | evac 321 | died 159 | eps 0.074 | lr 0.00001 | loss  0.848
EP  47 | time 13.07s | reward  28290.6 | evac 327 | died 153 | eps 0.070 | lr 0.00001 | loss  0.790
EP  48 | time 12.62s | reward  28697.1 | evac 319 | died 161 | eps 0.066 | lr 0.00001 | loss  0.770
EP  49 | time 13.47s | reward  29769.9 | evac 325 | died 155 | eps 0.063 | lr 0.00001 | loss  0.729
EP  50 | time 13.84s | reward  26573.4 | evac 318 | died 162 | eps 0.059 | lr 0.00001 | loss  0.672
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_12_DuelingDDQNPrioritized.csv
