Using device: cuda
EP   1 | time 13.41s | reward -19181.6 | evac  92 | died 388 | eps 0.948 | lr 0.00028 | loss  0.028
EP  33 | time  8.81s | reward  40859.3 | evac 375 | died 105 | eps 0.155 | lr 0.00003 | loss  1.129
EP  34 | time  9.03s | reward  45412.0 | evac 396 | died  84 | eps 0.146 | lr 0.00003 | loss  1.138
EP  35 | time  8.30s | reward  42162.6 | evac 395 | died  85 | eps 0.139 | lr 0.00003 | loss  1.166
EP  36 | time  8.84s | reward  43902.5 | evac 372 | died 108 | eps 0.131 | lr 0.00003 | loss  1.195
EP  37 | time  9.58s | reward  45997.8 | evac 388 | died  92 | eps 0.123 | lr 0.00002 | loss  1.178
EP  38 | time  8.78s | reward  39689.1 | evac 381 | died  99 | eps 0.116 | lr 0.00002 | loss  1.207
EP  39 | time  8.43s | reward  44928.8 | evac 395 | died  85 | eps 0.110 | lr 0.00002 | loss  1.292
EP  40 | time  9.64s | reward  42614.4 | evac 378 | died 102 | eps 0.104 | lr 0.00002 | loss  1.294
EP  41 | time  8.95s | reward  43364.8 | evac 378 | died 102 | eps 0.098 | lr 0.00002 | loss  1.347
EP  42 | time  9.05s | reward  52500.0 | evac 411 | died  69 | eps 0.093 | lr 0.00002 | loss  1.303
EP  43 | time  8.46s | reward  43695.9 | evac 396 | died  84 | eps 0.088 | lr 0.00002 | loss  1.309
EP  44 | time  7.21s | reward  44601.3 | evac 380 | died 100 | eps 0.083 | lr 0.00002 | loss  1.309
EP  45 | time  7.43s | reward  45929.7 | evac 385 | died  95 | eps 0.079 | lr 0.00001 | loss  1.297
EP  46 | time  6.57s | reward  46442.0 | evac 384 | died  96 | eps 0.074 | lr 0.00001 | loss  1.312
EP  47 | time  6.05s | reward  48838.1 | evac 395 | died  85 | eps 0.070 | lr 0.00001 | loss  1.333
EP  48 | time  6.05s | reward  45274.4 | evac 384 | died  96 | eps 0.066 | lr 0.00001 | loss  1.358
EP  49 | time  6.01s | reward  49172.1 | evac 397 | died  83 | eps 0.063 | lr 0.00001 | loss  1.351
EP  50 | time  6.12s | reward  45684.2 | evac 384 | died  96 | eps 0.059 | lr 0.00001 | loss  1.359
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_0_QRDQN.csv
