Using device: cuda
[vost#0:0/libx264 @ 0000028843e3b240] Multiple -pix_fmt options specified for stream 0, only the last option '-pix_fmt yuv420p' will be used.
[vost#0:0/libx264 @ 000001adef93b240] Multiple -pix_fmt options specified for stream 0, only the last option '-pix_fmt yuv420p' will be used.
[vost#0:0/libx264 @ 00000226a500b240] Multiple -pix_fmt options specified for stream 0, only the last option '-pix_fmt yuv420p' will be used.
[vost#0:0/libx264 @ 000001c5e7deb240] Multiple -pix_fmt options specified for stream 0, only the last option '-pix_fmt yuv420p' will be used.
EP   1 | time 15.25s | reward -21520.7 | evac  90 | died 390 | eps 0.944 | lr 0.00028 | loss  0.029
EP  45 | time  6.10s | reward  39780.9 | evac 361 | died 119 | eps 0.084 | lr 0.00001 | loss  0.926
EP  46 | time  6.09s | reward  39621.9 | evac 359 | died 121 | eps 0.080 | lr 0.00001 | loss  0.934
EP  47 | time  8.18s | reward  42225.2 | evac 365 | died 115 | eps 0.076 | lr 0.00001 | loss  0.938
EP  48 | time  6.98s | reward  40925.5 | evac 376 | died 104 | eps 0.072 | lr 0.00001 | loss  0.953
EP  49 | time  5.71s | reward  37874.3 | evac 358 | died 122 | eps 0.068 | lr 0.00001 | loss  0.950
EP  50 | time  5.85s | reward  35549.7 | evac 348 | died 132 | eps 0.065 | lr 0.00001 | loss  0.922
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_2_QRDQN.csv
[done] video saved -> videos\QRDQN_env01.mp4
[done] video saved -> videos\QRDQN_env02.mp4
[done] video saved -> videos\QRDQN_env03.mp4
[done] video saved -> videos\QRDQN_env04.mp4
