Using device: cuda
EP   1 | time 20.70s | reward -25688.3 | evac  59 | died 421 | eps 0.942 | lr 0.00028 | loss  0.586
EP  22 | time  9.12s | reward -19660.3 | evac 349 | died 131 | eps 0.269 | lr 0.00007 | loss 29.460
EP  23 | time  9.36s | reward -20954.0 | evac 370 | died 110 | eps 0.253 | lr 0.00006 | loss 33.050
EP  24 | time  9.33s | reward -22193.7 | evac 356 | died 124 | eps 0.237 | lr 0.00006 | loss 37.172
EP  25 | time  9.67s | reward -21632.4 | evac 359 | died 121 | eps 0.223 | lr 0.00005 | loss 38.643
EP  26 | time  8.79s | reward -19695.0 | evac 363 | died 117 | eps 0.210 | lr 0.00005 | loss 39.576
EP  27 | time  9.54s | reward -22910.4 | evac 369 | died 111 | eps 0.197 | lr 0.00005 | loss 43.752
EP  28 | time  9.38s | reward -22474.1 | evac 364 | died 116 | eps 0.185 | lr 0.00004 | loss 41.722
EP  29 | time  9.08s | reward -23384.9 | evac 376 | died 104 | eps 0.173 | lr 0.00004 | loss 43.606
EP  30 | time  8.53s | reward -18749.3 | evac 382 | died  98 | eps 0.164 | lr 0.00004 | loss 43.029
EP  31 | time  8.37s | reward -19240.0 | evac 383 | died  97 | eps 0.154 | lr 0.00004 | loss 46.679
EP  32 | time  8.50s | reward -17260.6 | evac 377 | died 103 | eps 0.146 | lr 0.00003 | loss 49.183
EP  33 | time  9.71s | reward -21330.2 | evac 371 | died 109 | eps 0.137 | lr 0.00003 | loss 47.477
EP  34 | time  8.80s | reward -20787.7 | evac 375 | died 105 | eps 0.129 | lr 0.00003 | loss 48.594
EP  35 | time  9.15s | reward -19183.0 | evac 386 | died  94 | eps 0.122 | lr 0.00003 | loss 47.637
EP  36 | time  8.76s | reward -20518.6 | evac 381 | died  99 | eps 0.114 | lr 0.00003 | loss 47.342
EP  37 | time  9.32s | reward -23115.0 | evac 380 | died 100 | eps 0.107 | lr 0.00002 | loss 46.967
EP  38 | time  8.44s | reward -15081.9 | evac 389 | died  91 | eps 0.102 | lr 0.00002 | loss 48.323
EP  39 | time  8.75s | reward -18164.5 | evac 387 | died  93 | eps 0.096 | lr 0.00002 | loss 44.963
EP  40 | time  9.13s | reward -20034.3 | evac 377 | died 103 | eps 0.090 | lr 0.00002 | loss 46.903
EP  41 | time  8.92s | reward -19316.9 | evac 371 | died 109 | eps 0.085 | lr 0.00002 | loss 47.295
EP  42 | time  8.52s | reward -16977.3 | evac 377 | died 103 | eps 0.080 | lr 0.00002 | loss 46.777
EP  43 | time  9.21s | reward -20517.4 | evac 369 | died 111 | eps 0.076 | lr 0.00002 | loss 46.809
EP  44 | time  9.15s | reward -19594.3 | evac 363 | died 117 | eps 0.071 | lr 0.00002 | loss 42.991
EP  45 | time  9.39s | reward -22022.6 | evac 348 | died 132 | eps 0.067 | lr 0.00001 | loss 44.246
EP  46 | time  9.13s | reward -19714.3 | evac 375 | died 105 | eps 0.063 | lr 0.00001 | loss 42.637
EP  47 | time  9.30s | reward -25434.9 | evac 383 | died  97 | eps 0.059 | lr 0.00001 | loss 42.038
EP  48 | time  9.08s | reward -18779.3 | evac 373 | died 107 | eps 0.055 | lr 0.00001 | loss 41.535
EP  49 | time  8.30s | reward -18638.5 | evac 375 | died 105 | eps 0.052 | lr 0.00001 | loss 40.439
EP  50 | time  7.01s | reward -17064.5 | evac 373 | died 107 | eps 0.049 | lr 0.00001 | loss 40.277
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_9_DuelingDDQN.csv
