Using device: cuda
EP   1 | time 13.48s | reward -13010.0 | evac  58 | died 422 | eps 0.953 | lr 0.00028 | loss  0.239
EP  19 | time  9.39s | reward  25346.6 | evac 327 | died 153 | eps 0.384 | lr 0.00008 | loss  3.903
EP  20 | time  9.79s | reward  30262.1 | evac 350 | died 130 | eps 0.365 | lr 0.00008 | loss  4.321
EP  21 | time 10.18s | reward  27065.8 | evac 339 | died 141 | eps 0.347 | lr 0.00007 | loss  4.016
EP  22 | time 10.24s | reward  29306.7 | evac 353 | died 127 | eps 0.329 | lr 0.00007 | loss  4.381
EP  23 | time  9.71s | reward  25501.2 | evac 319 | died 161 | eps 0.314 | lr 0.00006 | loss  4.312
EP  24 | time 10.45s | reward  31303.2 | evac 353 | died 127 | eps 0.297 | lr 0.00006 | loss  4.121
EP  25 | time  9.55s | reward  28768.7 | evac 356 | died 124 | eps 0.283 | lr 0.00005 | loss  4.331
EP  26 | time 10.16s | reward  30838.6 | evac 356 | died 124 | eps 0.268 | lr 0.00005 | loss  4.260
EP  27 | time 12.40s | reward  36240.5 | evac 362 | died 118 | eps 0.252 | lr 0.00005 | loss  4.251
EP  28 | time 11.26s | reward  33463.9 | evac 390 | died  90 | eps 0.239 | lr 0.00004 | loss  4.166
EP  29 | time 10.59s | reward  28274.1 | evac 373 | died 107 | eps 0.227 | lr 0.00004 | loss  4.101
EP  30 | time 10.98s | reward  29145.9 | evac 370 | died 110 | eps 0.216 | lr 0.00004 | loss  3.928
EP  31 | time 11.14s | reward  24295.3 | evac 359 | died 121 | eps 0.205 | lr 0.00004 | loss  3.856
EP  32 | time 11.64s | reward  36071.3 | evac 396 | died  84 | eps 0.194 | lr 0.00003 | loss  3.947
EP  33 | time 11.70s | reward  30729.2 | evac 392 | died  88 | eps 0.184 | lr 0.00003 | loss  3.308
EP  34 | time 10.65s | reward  31331.2 | evac 376 | died 104 | eps 0.175 | lr 0.00003 | loss  3.604
EP  35 | time 12.18s | reward  27393.6 | evac 345 | died 135 | eps 0.165 | lr 0.00003 | loss  3.482
EP  36 | time 11.27s | reward  23283.2 | evac 352 | died 128 | eps 0.157 | lr 0.00003 | loss  3.252
EP  37 | time 11.23s | reward  21523.5 | evac 349 | died 131 | eps 0.149 | lr 0.00002 | loss  3.187
EP  38 | time 10.69s | reward  24820.4 | evac 365 | died 115 | eps 0.142 | lr 0.00002 | loss  3.170
EP  39 | time 10.71s | reward  22968.6 | evac 346 | died 134 | eps 0.136 | lr 0.00002 | loss  3.018
EP  40 | time 13.26s | reward  25074.7 | evac 346 | died 134 | eps 0.128 | lr 0.00002 | loss  2.626
EP  41 | time 12.13s | reward  21229.0 | evac 348 | died 132 | eps 0.122 | lr 0.00002 | loss  2.642
EP  42 | time 14.15s | reward  20472.2 | evac 339 | died 141 | eps 0.116 | lr 0.00002 | loss  2.458
EP  43 | time 12.40s | reward  21315.7 | evac 350 | died 130 | eps 0.110 | lr 0.00002 | loss  2.300
EP  44 | time 12.99s | reward  20358.3 | evac 355 | died 125 | eps 0.105 | lr 0.00002 | loss  2.415
EP  45 | time  9.89s | reward  15831.4 | evac 337 | died 143 | eps 0.100 | lr 0.00001 | loss  2.157
EP  46 | time  8.47s | reward  17064.2 | evac 349 | died 131 | eps 0.095 | lr 0.00001 | loss  2.233
EP  47 | time  7.93s | reward  21230.2 | evac 355 | died 125 | eps 0.090 | lr 0.00001 | loss  2.183
EP  48 | time  7.81s | reward  12675.6 | evac 324 | died 156 | eps 0.086 | lr 0.00001 | loss  2.106
EP  49 | time  7.82s | reward  16300.7 | evac 348 | died 132 | eps 0.082 | lr 0.00001 | loss  2.016
EP  50 | time  9.03s | reward  20268.6 | evac 367 | died 113 | eps 0.077 | lr 0.00001 | loss  1.763
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_5_DuelingDDQNPrioritized.csv
