Using device: cuda
EP   1 | time 27.05s | reward -16147.8 | evac  80 | died 400 | eps 0.951 | lr 0.00028 | loss  0.032
EP  21 | time 14.07s | reward  24144.4 | evac 347 | died 133 | eps 0.308 | lr 0.00007 | loss  0.463
EP  22 | time 14.81s | reward  26913.7 | evac 343 | died 137 | eps 0.291 | lr 0.00007 | loss  0.493
EP  23 | time 14.63s | reward  22800.0 | evac 327 | died 153 | eps 0.275 | lr 0.00006 | loss  0.503
EP  24 | time 15.54s | reward  33505.3 | evac 353 | died 127 | eps 0.258 | lr 0.00006 | loss  0.510
EP  25 | time 14.87s | reward  28673.1 | evac 333 | died 147 | eps 0.244 | lr 0.00005 | loss  0.514
EP  26 | time 14.32s | reward  22669.2 | evac 298 | died 182 | eps 0.231 | lr 0.00005 | loss  0.496
EP  27 | time 15.42s | reward  31934.8 | evac 352 | died 128 | eps 0.217 | lr 0.00005 | loss  0.525
EP  28 | time 14.64s | reward  23665.8 | evac 327 | died 153 | eps 0.205 | lr 0.00004 | loss  0.531
EP  29 | time 14.96s | reward  25493.8 | evac 322 | died 158 | eps 0.193 | lr 0.00004 | loss  0.533
EP  30 | time 14.29s | reward  28776.1 | evac 331 | died 149 | eps 0.183 | lr 0.00004 | loss  0.554
EP  31 | time 14.42s | reward  30772.2 | evac 331 | died 149 | eps 0.173 | lr 0.00004 | loss  0.583
EP  32 | time 13.79s | reward  32369.0 | evac 339 | died 141 | eps 0.163 | lr 0.00003 | loss  0.568
EP  33 | time 12.08s | reward  27846.4 | evac 324 | died 156 | eps 0.154 | lr 0.00003 | loss  0.574
EP  34 | time  9.26s | reward  31977.3 | evac 351 | died 129 | eps 0.146 | lr 0.00003 | loss  0.584
EP  35 | time  9.06s | reward  32378.2 | evac 341 | died 139 | eps 0.138 | lr 0.00003 | loss  0.596
EP  36 | time  9.36s | reward  31506.0 | evac 348 | died 132 | eps 0.131 | lr 0.00003 | loss  0.622
EP  37 | time 10.06s | reward  29259.8 | evac 334 | died 146 | eps 0.123 | lr 0.00002 | loss  0.610
EP  38 | time  9.54s | reward  30274.2 | evac 324 | died 156 | eps 0.116 | lr 0.00002 | loss  0.631
EP  39 | time  9.77s | reward  36986.8 | evac 366 | died 114 | eps 0.109 | lr 0.00002 | loss  0.652
EP  40 | time  9.42s | reward  30948.7 | evac 336 | died 144 | eps 0.103 | lr 0.00002 | loss  0.666
EP  41 | time  9.30s | reward  26499.9 | evac 310 | died 170 | eps 0.097 | lr 0.00002 | loss  0.676
EP  42 | time  8.55s | reward  29736.9 | evac 344 | died 136 | eps 0.092 | lr 0.00002 | loss  0.694
EP  43 | time  7.73s | reward  35940.3 | evac 337 | died 143 | eps 0.087 | lr 0.00002 | loss  0.687
EP  44 | time  6.78s | reward  39974.0 | evac 354 | died 126 | eps 0.082 | lr 0.00002 | loss  0.716
EP  45 | time  7.21s | reward  30885.7 | evac 308 | died 172 | eps 0.077 | lr 0.00001 | loss  0.694
EP  46 | time  6.51s | reward  34956.2 | evac 344 | died 136 | eps 0.073 | lr 0.00001 | loss  0.709
EP  47 | time  6.83s | reward  26509.9 | evac 297 | died 183 | eps 0.069 | lr 0.00001 | loss  0.727
EP  48 | time  6.90s | reward  34653.1 | evac 330 | died 150 | eps 0.065 | lr 0.00001 | loss  0.725
EP  49 | time  6.89s | reward  28470.0 | evac 325 | died 155 | eps 0.062 | lr 0.00001 | loss  0.730
EP  50 | time  6.67s | reward  35151.0 | evac 344 | died 136 | eps 0.058 | lr 0.00001 | loss  0.729
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_17_QRDQN.csv
