Using device: cuda
EP   1 | time 26.75s | reward -15439.6 | evac  86 | died 394 | eps 0.952 | lr 0.00028 | loss  0.026
EP  25 | time 15.94s | reward  40476.7 | evac 374 | died 106 | eps 0.250 | lr 0.00005 | loss  1.056
EP  26 | time 16.40s | reward  38673.2 | evac 361 | died 119 | eps 0.236 | lr 0.00005 | loss  1.099
EP  27 | time 16.48s | reward  37147.9 | evac 372 | died 108 | eps 0.222 | lr 0.00005 | loss  1.065
EP  28 | time 15.61s | reward  32863.0 | evac 358 | died 122 | eps 0.211 | lr 0.00004 | loss  1.112
EP  29 | time 16.83s | reward  43190.5 | evac 378 | died 102 | eps 0.199 | lr 0.00004 | loss  1.073
EP  30 | time 14.36s | reward  35571.4 | evac 356 | died 124 | eps 0.189 | lr 0.00004 | loss  1.077
EP  31 | time 15.49s | reward  43044.3 | evac 374 | died 106 | eps 0.178 | lr 0.00004 | loss  1.104
EP  32 | time 17.83s | reward  41934.0 | evac 356 | died 124 | eps 0.167 | lr 0.00003 | loss  1.092
EP  33 | time 13.53s | reward  32921.3 | evac 331 | died 149 | eps 0.158 | lr 0.00003 | loss  1.151
EP  34 | time 13.17s | reward  48484.8 | evac 379 | died 101 | eps 0.149 | lr 0.00003 | loss  1.136
EP  35 | time 10.47s | reward  39707.9 | evac 346 | died 134 | eps 0.140 | lr 0.00003 | loss  1.137
EP  36 | time  9.73s | reward  40459.8 | evac 353 | died 127 | eps 0.133 | lr 0.00003 | loss  1.166
EP  37 | time 10.24s | reward  39034.9 | evac 338 | died 142 | eps 0.125 | lr 0.00002 | loss  1.129
EP  38 | time 10.22s | reward  46944.9 | evac 380 | died 100 | eps 0.117 | lr 0.00002 | loss  1.185
EP  39 | time 10.01s | reward  48443.2 | evac 385 | died  95 | eps 0.111 | lr 0.00002 | loss  1.203
EP  40 | time  9.57s | reward  46371.1 | evac 364 | died 116 | eps 0.104 | lr 0.00002 | loss  1.203
EP  41 | time  8.12s | reward  40346.0 | evac 349 | died 131 | eps 0.098 | lr 0.00002 | loss  1.193
EP  42 | time  9.23s | reward  40819.9 | evac 336 | died 144 | eps 0.093 | lr 0.00002 | loss  1.179
EP  43 | time  8.12s | reward  44400.2 | evac 360 | died 120 | eps 0.087 | lr 0.00002 | loss  1.187
EP  44 | time  7.69s | reward  35820.0 | evac 334 | died 146 | eps 0.083 | lr 0.00002 | loss  1.198
EP  45 | time  8.81s | reward  43658.3 | evac 345 | died 135 | eps 0.078 | lr 0.00001 | loss  1.184
EP  46 | time  8.25s | reward  48177.3 | evac 371 | died 109 | eps 0.073 | lr 0.00001 | loss  1.173
EP  47 | time  7.91s | reward  34718.2 | evac 313 | died 167 | eps 0.069 | lr 0.00001 | loss  1.186
EP  48 | time  8.53s | reward  43248.1 | evac 344 | died 136 | eps 0.065 | lr 0.00001 | loss  1.142
EP  49 | time  8.43s | reward  34271.9 | evac 314 | died 166 | eps 0.062 | lr 0.00001 | loss  1.149
EP  50 | time  7.77s | reward  38615.9 | evac 349 | died 131 | eps 0.058 | lr 0.00001 | loss  1.161
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_16_QRDQN.csv
