Using device: cuda
EP   1 | time 24.14s | reward -19735.4 | evac  71 | died 409 | eps 0.946 | lr 0.00028 | loss  0.213
EP  33 | time 12.38s | reward  33974.9 | evac 390 | died  90 | eps 0.157 | lr 0.00003 | loss  2.344
EP  34 | time 12.10s | reward  39925.0 | evac 390 | died  90 | eps 0.149 | lr 0.00003 | loss  2.265
EP  35 | time 11.31s | reward  33428.9 | evac 397 | died  83 | eps 0.141 | lr 0.00003 | loss  2.378
EP  36 | time 12.63s | reward  38185.0 | evac 394 | died  86 | eps 0.133 | lr 0.00003 | loss  2.259
EP  37 | time 13.52s | reward  39527.3 | evac 379 | died 101 | eps 0.125 | lr 0.00002 | loss  2.222
EP  38 | time 12.99s | reward  34011.8 | evac 384 | died  96 | eps 0.118 | lr 0.00002 | loss  2.063
EP  39 | time 11.99s | reward  38353.6 | evac 388 | died  92 | eps 0.112 | lr 0.00002 | loss  2.124
EP  40 | time 13.19s | reward  45422.9 | evac 384 | died  96 | eps 0.105 | lr 0.00002 | loss  2.281
EP  41 | time 10.68s | reward  36171.8 | evac 365 | died 115 | eps 0.100 | lr 0.00002 | loss  2.018
EP  42 | time 11.14s | reward  47213.6 | evac 390 | died  90 | eps 0.094 | lr 0.00002 | loss  2.055
EP  43 | time 10.05s | reward  45831.2 | evac 379 | died 101 | eps 0.089 | lr 0.00002 | loss  2.058
EP  44 | time  9.24s | reward  36982.0 | evac 367 | died 113 | eps 0.084 | lr 0.00002 | loss  1.933
EP  45 | time  9.58s | reward  35032.3 | evac 368 | died 112 | eps 0.080 | lr 0.00001 | loss  1.915
EP  46 | time 10.92s | reward  39776.1 | evac 382 | died  98 | eps 0.075 | lr 0.00001 | loss  1.768
EP  47 | time 10.51s | reward  37506.4 | evac 361 | died 119 | eps 0.071 | lr 0.00001 | loss  1.733
EP  48 | time  9.74s | reward  38934.6 | evac 389 | died  91 | eps 0.067 | lr 0.00001 | loss  1.685
EP  49 | time 11.74s | reward  46096.0 | evac 382 | died  98 | eps 0.063 | lr 0.00001 | loss  1.570
EP  50 | time 10.62s | reward  39306.3 | evac 375 | died 105 | eps 0.060 | lr 0.00001 | loss  1.537
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_11_DuelingDDQNPrioritized.csv
