Using device: cuda
EP   1 | time 20.68s | reward -15415.2 | evac  82 | died 398 | eps 0.951 | lr 0.00028 | loss  0.027
EP  32 | time 12.46s | reward  33845.0 | evac 353 | died 127 | eps 0.170 | lr 0.00003 | loss  0.711
EP  33 | time 10.08s | reward  32064.2 | evac 342 | died 138 | eps 0.161 | lr 0.00003 | loss  0.686
EP  34 | time  9.17s | reward  28971.1 | evac 322 | died 158 | eps 0.152 | lr 0.00003 | loss  0.701
EP  35 | time  9.19s | reward  29017.2 | evac 331 | died 149 | eps 0.144 | lr 0.00003 | loss  0.693
EP  36 | time  9.34s | reward  26947.7 | evac 293 | died 187 | eps 0.136 | lr 0.00003 | loss  0.707
EP  37 | time  9.30s | reward  28219.3 | evac 324 | died 156 | eps 0.128 | lr 0.00002 | loss  0.706
EP  38 | time  9.95s | reward  27634.6 | evac 285 | died 195 | eps 0.121 | lr 0.00002 | loss  0.724
EP  39 | time  9.64s | reward  20335.6 | evac 250 | died 230 | eps 0.114 | lr 0.00002 | loss  0.745
EP  40 | time  9.81s | reward  24672.3 | evac 268 | died 212 | eps 0.107 | lr 0.00002 | loss  0.748
EP  41 | time  9.04s | reward  26035.6 | evac 290 | died 190 | eps 0.101 | lr 0.00002 | loss  0.775
EP  42 | time 10.04s | reward  27904.2 | evac 280 | died 200 | eps 0.096 | lr 0.00002 | loss  0.790
EP  43 | time  9.58s | reward  31123.8 | evac 302 | died 178 | eps 0.090 | lr 0.00002 | loss  0.812
EP  44 | time  7.38s | reward  33131.6 | evac 290 | died 190 | eps 0.085 | lr 0.00002 | loss  0.797
EP  45 | time  6.56s | reward  23383.7 | evac 252 | died 228 | eps 0.081 | lr 0.00001 | loss  0.809
EP  46 | time  6.70s | reward  32496.4 | evac 297 | died 183 | eps 0.076 | lr 0.00001 | loss  0.796
EP  47 | time  6.76s | reward  30380.6 | evac 278 | died 202 | eps 0.072 | lr 0.00001 | loss  0.830
EP  48 | time  7.51s | reward  34514.5 | evac 284 | died 196 | eps 0.068 | lr 0.00001 | loss  0.795
EP  49 | time  6.92s | reward  35950.8 | evac 299 | died 181 | eps 0.064 | lr 0.00001 | loss  0.847
EP  50 | time  6.33s | reward  31963.6 | evac 280 | died 200 | eps 0.060 | lr 0.00001 | loss  0.861
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_9_QRDQN.csv
