Using device: cuda
EP   1 | time 24.64s | reward -20222.0 | evac  57 | died 423 | eps 0.949 | lr 0.00028 | loss  0.904
EP  24 | time  8.79s | reward -20808.0 | evac 352 | died 128 | eps 0.260 | lr 0.00006 | loss 27.245
EP  25 | time  8.27s | reward -17608.3 | evac 358 | died 122 | eps 0.246 | lr 0.00005 | loss 28.513
EP  26 | time  8.27s | reward -17553.5 | evac 365 | died 115 | eps 0.232 | lr 0.00005 | loss 30.840
EP  27 | time  8.21s | reward -20220.5 | evac 376 | died 104 | eps 0.218 | lr 0.00005 | loss 34.729
EP  28 | time  8.16s | reward -16713.2 | evac 377 | died 103 | eps 0.207 | lr 0.00004 | loss 39.484
EP  29 | time  8.58s | reward -16200.9 | evac 381 | died  99 | eps 0.196 | lr 0.00004 | loss 38.729
EP  30 | time  7.71s | reward -14269.8 | evac 391 | died  89 | eps 0.186 | lr 0.00004 | loss 40.928
EP  31 | time  8.82s | reward -17346.0 | evac 389 | died  91 | eps 0.175 | lr 0.00004 | loss 43.780
EP  32 | time  7.90s | reward -15682.8 | evac 388 | died  92 | eps 0.166 | lr 0.00003 | loss 42.695
EP  33 | time  7.95s | reward -15756.5 | evac 388 | died  92 | eps 0.157 | lr 0.00003 | loss 43.984
EP  34 | time  8.82s | reward -17740.7 | evac 400 | died  80 | eps 0.148 | lr 0.00003 | loss 45.542
EP  35 | time  8.09s | reward -14251.4 | evac 387 | died  93 | eps 0.141 | lr 0.00003 | loss 46.258
EP  36 | time  8.24s | reward -19585.0 | evac 390 | died  90 | eps 0.133 | lr 0.00003 | loss 46.572
EP  37 | time  7.94s | reward -16518.8 | evac 382 | died  98 | eps 0.126 | lr 0.00002 | loss 48.001
EP  38 | time  8.43s | reward -17837.2 | evac 392 | died  88 | eps 0.118 | lr 0.00002 | loss 48.197
EP  39 | time  8.07s | reward -16675.4 | evac 393 | died  87 | eps 0.112 | lr 0.00002 | loss 48.484
EP  40 | time  8.44s | reward -18091.9 | evac 388 | died  92 | eps 0.106 | lr 0.00002 | loss 50.930
EP  41 | time  7.72s | reward -15831.5 | evac 383 | died  97 | eps 0.100 | lr 0.00002 | loss 53.055
EP  42 | time  8.50s | reward -16554.6 | evac 394 | died  86 | eps 0.095 | lr 0.00002 | loss 53.611
EP  43 | time  8.50s | reward -18489.1 | evac 390 | died  90 | eps 0.089 | lr 0.00002 | loss 52.729
EP  44 | time  8.68s | reward -17703.7 | evac 396 | died  84 | eps 0.084 | lr 0.00002 | loss 55.035
EP  45 | time  9.34s | reward -17540.7 | evac 402 | died  78 | eps 0.079 | lr 0.00001 | loss 53.605
EP  46 | time  7.31s | reward -13682.8 | evac 395 | died  85 | eps 0.075 | lr 0.00001 | loss 55.456
EP  47 | time  7.95s | reward -14838.2 | evac 405 | died  75 | eps 0.071 | lr 0.00001 | loss 54.904
EP  48 | time  7.52s | reward -14164.6 | evac 398 | died  82 | eps 0.068 | lr 0.00001 | loss 56.431
EP  49 | time  8.13s | reward -19057.8 | evac 390 | died  90 | eps 0.064 | lr 0.00001 | loss 55.526
EP  50 | time  8.05s | reward -17002.3 | evac 400 | died  80 | eps 0.060 | lr 0.00001 | loss 56.035
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_18_DuelingDDQN.csv
