Using device: cuda
EP   1 | time 24.58s | reward -23775.2 | evac  61 | died 419 | eps 0.944 | lr 0.00028 | loss  0.496
EP  39 | time 10.69s | reward -17519.9 | evac 369 | died 111 | eps 0.110 | lr 0.00002 | loss 55.759
EP  40 | time 11.97s | reward -19325.3 | evac 372 | died 108 | eps 0.103 | lr 0.00002 | loss 55.263
EP  41 | time 11.34s | reward -17608.4 | evac 372 | died 108 | eps 0.098 | lr 0.00002 | loss 56.168
EP  42 | time 10.69s | reward -15655.7 | evac 368 | died 112 | eps 0.092 | lr 0.00002 | loss 57.274
EP  43 | time 11.78s | reward -20348.6 | evac 364 | died 116 | eps 0.087 | lr 0.00002 | loss 60.075
EP  44 | time 10.64s | reward -13373.8 | evac 360 | died 120 | eps 0.082 | lr 0.00002 | loss 58.964
EP  45 | time 11.22s | reward -19108.7 | evac 370 | died 110 | eps 0.078 | lr 0.00001 | loss 56.080
EP  46 | time 10.52s | reward -15954.6 | evac 380 | died 100 | eps 0.074 | lr 0.00001 | loss 58.043
EP  47 | time 11.41s | reward -19385.2 | evac 377 | died 103 | eps 0.070 | lr 0.00001 | loss 56.223
EP  48 | time 11.09s | reward -18730.8 | evac 378 | died 102 | eps 0.066 | lr 0.00001 | loss 60.884
EP  49 | time 10.97s | reward -17458.9 | evac 362 | died 118 | eps 0.062 | lr 0.00001 | loss 57.277
EP  50 | time 10.66s | reward -17231.9 | evac 374 | died 106 | eps 0.059 | lr 0.00001 | loss 57.034
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_7_DuelingDDQN.csv
