Using device: cuda
EP   1 | time 28.69s | reward -16505.4 | evac  77 | died 403 | eps 0.951 | lr 0.00028 | loss  0.027
EP  19 | time 13.82s | reward  22140.9 | evac 335 | died 145 | eps 0.375 | lr 0.00008 | loss  0.764
EP  20 | time 12.64s | reward  21859.1 | evac 330 | died 150 | eps 0.357 | lr 0.00008 | loss  0.820
EP  21 | time 13.48s | reward  24400.1 | evac 334 | died 146 | eps 0.339 | lr 0.00007 | loss  0.797
EP  22 | time 13.66s | reward  25530.6 | evac 329 | died 151 | eps 0.322 | lr 0.00007 | loss  0.868
EP  23 | time 14.19s | reward  25592.1 | evac 323 | died 157 | eps 0.305 | lr 0.00006 | loss  0.874
EP  24 | time 12.76s | reward  26081.6 | evac 346 | died 134 | eps 0.290 | lr 0.00006 | loss  0.908
EP  25 | time 12.49s | reward  27785.9 | evac 339 | died 141 | eps 0.276 | lr 0.00005 | loss  0.919
EP  26 | time 13.52s | reward  28115.7 | evac 342 | died 138 | eps 0.261 | lr 0.00005 | loss  0.948
EP  27 | time 13.56s | reward  29305.1 | evac 341 | died 139 | eps 0.248 | lr 0.00005 | loss  0.990
EP  28 | time 13.53s | reward  27826.1 | evac 337 | died 143 | eps 0.236 | lr 0.00004 | loss  0.989
EP  29 | time 13.11s | reward  26086.1 | evac 312 | died 168 | eps 0.224 | lr 0.00004 | loss  1.015
EP  30 | time 13.60s | reward  30763.7 | evac 332 | died 148 | eps 0.213 | lr 0.00004 | loss  1.036
EP  31 | time 13.74s | reward  34851.4 | evac 362 | died 118 | eps 0.202 | lr 0.00004 | loss  1.081
EP  32 | time 14.03s | reward  30148.6 | evac 329 | died 151 | eps 0.192 | lr 0.00003 | loss  1.114
EP  33 | time 11.40s | reward  34141.5 | evac 332 | died 148 | eps 0.182 | lr 0.00003 | loss  1.132
EP  34 | time 11.26s | reward  32387.3 | evac 333 | died 147 | eps 0.173 | lr 0.00003 | loss  1.179
EP  35 | time  9.90s | reward  37616.3 | evac 355 | died 125 | eps 0.163 | lr 0.00003 | loss  1.169
EP  36 | time  8.05s | reward  32892.5 | evac 337 | died 143 | eps 0.155 | lr 0.00003 | loss  1.221
EP  37 | time  8.82s | reward  36087.9 | evac 329 | died 151 | eps 0.147 | lr 0.00002 | loss  1.238
EP  38 | time  9.17s | reward  37536.4 | evac 332 | died 148 | eps 0.139 | lr 0.00002 | loss  1.230
EP  39 | time  8.46s | reward  34614.3 | evac 325 | died 155 | eps 0.132 | lr 0.00002 | loss  1.298
EP  40 | time  8.61s | reward  35939.3 | evac 334 | died 146 | eps 0.125 | lr 0.00002 | loss  1.317
EP  41 | time  8.46s | reward  34264.9 | evac 325 | died 155 | eps 0.119 | lr 0.00002 | loss  1.328
EP  42 | time  9.30s | reward  37861.0 | evac 326 | died 154 | eps 0.112 | lr 0.00002 | loss  1.396
EP  43 | time  8.69s | reward  35841.5 | evac 319 | died 161 | eps 0.107 | lr 0.00002 | loss  1.416
EP  44 | time  8.50s | reward  34970.5 | evac 331 | died 149 | eps 0.101 | lr 0.00002 | loss  1.396
EP  45 | time  8.61s | reward  37137.0 | evac 332 | died 148 | eps 0.096 | lr 0.00001 | loss  1.376
EP  46 | time  6.88s | reward  40251.2 | evac 336 | died 144 | eps 0.091 | lr 0.00001 | loss  1.385
EP  47 | time  6.37s | reward  37371.3 | evac 339 | died 141 | eps 0.086 | lr 0.00001 | loss  1.450
EP  48 | time  6.36s | reward  34065.9 | evac 314 | died 166 | eps 0.082 | lr 0.00001 | loss  1.476
EP  49 | time  6.43s | reward  37230.5 | evac 326 | died 154 | eps 0.077 | lr 0.00001 | loss  1.472
EP  50 | time  6.57s | reward  39008.5 | evac 337 | died 143 | eps 0.073 | lr 0.00001 | loss  1.466
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\liders_check\leaders_15_QRDQN.csv
