Using device: cuda
ALGORITHM: DuelingDDQNPrioritized
EP 1/100 | time  5.09s | reward -18546.0 | evac  73 | died 407 | eps 0.973 | lr 0.00029 | loss  0.087
EP 23/100 | time  9.30s | reward   1809.2 | evac 158 | died 322 | eps 0.503 | lr 0.00014 | loss  0.766
EP 24/100 | time  7.67s | reward   6484.0 | evac 165 | died 315 | eps 0.488 | lr 0.00013 | loss  0.798
EP 25/100 | time  4.53s | reward   2388.6 | evac 152 | died 328 | eps 0.475 | lr 0.00013 | loss  0.836
EP 26/100 | time  4.61s | reward   4859.7 | evac 164 | died 316 | eps 0.461 | lr 0.00012 | loss  0.791
EP 27/100 | time  5.34s | reward   2833.5 | evac 158 | died 322 | eps 0.447 | lr 0.00012 | loss  0.802
EP 28/100 | time  5.38s | reward   4382.1 | evac 157 | died 323 | eps 0.432 | lr 0.00012 | loss  0.722
EP 29/100 | time  4.60s | reward   5534.9 | evac 170 | died 310 | eps 0.420 | lr 0.00011 | loss  0.677
EP 30/100 | time  4.66s | reward   3615.0 | evac 156 | died 324 | eps 0.408 | lr 0.00011 | loss  0.660
EP 31/100 | time  4.40s | reward   2369.9 | evac 152 | died 328 | eps 0.397 | lr 0.00010 | loss  0.637
EP 32/100 | time  4.52s | reward   6805.2 | evac 172 | died 308 | eps 0.386 | lr 0.00010 | loss  0.648
EP 33/100 | time  4.71s | reward   4637.7 | evac 168 | died 312 | eps 0.374 | lr 0.00010 | loss  0.599
EP 34/100 | time  4.81s | reward   3464.2 | evac 154 | died 326 | eps 0.364 | lr 0.00009 | loss  0.557
EP 35/100 | time  4.80s | reward   4898.6 | evac 166 | died 314 | eps 0.353 | lr 0.00009 | loss  0.551
EP 36/100 | time  4.70s | reward   2439.5 | evac 158 | died 322 | eps 0.343 | lr 0.00009 | loss  0.554
EP 37/100 | time  4.57s | reward   6228.1 | evac 162 | died 318 | eps 0.333 | lr 0.00009 | loss  0.534
EP 38/100 | time  4.38s | reward   6141.3 | evac 171 | died 309 | eps 0.324 | lr 0.00008 | loss  0.458
EP 39/100 | time  4.75s | reward   3795.3 | evac 159 | died 321 | eps 0.315 | lr 0.00008 | loss  0.468
EP 40/100 | time  4.81s | reward   3525.2 | evac 161 | died 319 | eps 0.306 | lr 0.00008 | loss  0.437
EP 41/100 | time  4.66s | reward   3182.2 | evac 160 | died 320 | eps 0.297 | lr 0.00007 | loss  0.397
EP 42/100 | time  5.06s | reward   1677.4 | evac 148 | died 332 | eps 0.288 | lr 0.00007 | loss  0.371
EP 43/100 | time  5.09s | reward   3530.0 | evac 163 | died 317 | eps 0.279 | lr 0.00007 | loss  0.397
EP 44/100 | time  4.81s | reward   3939.1 | evac 158 | died 322 | eps 0.270 | lr 0.00007 | loss  0.344
EP 45/100 | time  4.37s | reward   5642.1 | evac 162 | died 318 | eps 0.263 | lr 0.00006 | loss  0.356
EP 46/100 | time  4.87s | reward   4995.3 | evac 158 | died 322 | eps 0.256 | lr 0.00006 | loss  0.344
EP 47/100 | time  4.97s | reward   3882.0 | evac 160 | died 320 | eps 0.248 | lr 0.00006 | loss  0.306
EP 48/100 | time  4.85s | reward   5035.3 | evac 164 | died 316 | eps 0.240 | lr 0.00006 | loss  0.286
EP 49/100 | time  4.84s | reward   5145.5 | evac 159 | died 321 | eps 0.233 | lr 0.00006 | loss  0.297
EP 50/100 | time  5.38s | reward   4583.9 | evac 153 | died 327 | eps 0.226 | lr 0.00005 | loss  0.293
EP 51/100 | time  5.24s | reward   3455.5 | evac 158 | died 322 | eps 0.219 | lr 0.00005 | loss  0.269
EP 52/100 | time  5.20s | reward   5160.3 | evac 166 | died 314 | eps 0.212 | lr 0.00005 | loss  0.283
EP 53/100 | time  4.38s | reward   5695.7 | evac 155 | died 325 | eps 0.206 | lr 0.00005 | loss  0.257
EP 54/100 | time  4.65s | reward   5957.1 | evac 159 | died 321 | eps 0.201 | lr 0.00005 | loss  0.229
EP 55/100 | time  4.95s | reward   6044.6 | evac 160 | died 320 | eps 0.195 | lr 0.00005 | loss  0.239
EP 56/100 | time  5.15s | reward   5670.3 | evac 161 | died 319 | eps 0.189 | lr 0.00004 | loss  0.231
EP 57/100 | time  4.61s | reward   6355.4 | evac 163 | died 317 | eps 0.184 | lr 0.00004 | loss  0.213
EP 58/100 | time  5.91s | reward   4174.8 | evac 153 | died 327 | eps 0.178 | lr 0.00004 | loss  0.213
EP 59/100 | time  5.27s | reward   3307.9 | evac 156 | died 324 | eps 0.172 | lr 0.00004 | loss  0.219
EP 60/100 | time  5.09s | reward   3371.3 | evac 155 | died 325 | eps 0.167 | lr 0.00004 | loss  0.194
EP 61/100 | time  5.30s | reward   4401.5 | evac 152 | died 328 | eps 0.161 | lr 0.00004 | loss  0.196
EP 62/100 | time  4.76s | reward   4535.3 | evac 150 | died 330 | eps 0.157 | lr 0.00004 | loss  0.177
EP 63/100 | time  5.00s | reward   4834.1 | evac 157 | died 323 | eps 0.152 | lr 0.00004 | loss  0.189
EP 64/100 | time  5.18s | reward   4579.6 | evac 150 | died 330 | eps 0.148 | lr 0.00003 | loss  0.201
EP 65/100 | time  5.02s | reward   4689.8 | evac 160 | died 320 | eps 0.143 | lr 0.00003 | loss  0.188
EP 66/100 | time  4.64s | reward   5724.5 | evac 154 | died 326 | eps 0.139 | lr 0.00003 | loss  0.179
EP 67/100 | time  5.00s | reward   2684.9 | evac 146 | died 334 | eps 0.135 | lr 0.00003 | loss  0.207
EP 68/100 | time  4.93s | reward   6436.6 | evac 161 | died 319 | eps 0.131 | lr 0.00003 | loss  0.190
EP 69/100 | time  4.75s | reward   7366.1 | evac 170 | died 310 | eps 0.127 | lr 0.00003 | loss  0.197
EP 70/100 | time  4.37s | reward   6677.1 | evac 160 | died 320 | eps 0.124 | lr 0.00003 | loss  0.196
EP 71/100 | time  3.85s | reward   5391.9 | evac 165 | died 315 | eps 0.120 | lr 0.00003 | loss  0.196
EP 72/100 | time  4.29s | reward   5656.4 | evac 156 | died 324 | eps 0.116 | lr 0.00003 | loss  0.192
EP 73/100 | time  4.30s | reward   4875.1 | evac 151 | died 329 | eps 0.113 | lr 0.00003 | loss  0.206
EP 74/100 | time  4.59s | reward   5652.0 | evac 163 | died 317 | eps 0.110 | lr 0.00002 | loss  0.200
EP 75/100 | time  3.81s | reward   5267.2 | evac 162 | died 318 | eps 0.106 | lr 0.00002 | loss  0.209
EP 76/100 | time  4.24s | reward   6224.7 | evac 166 | died 314 | eps 0.103 | lr 0.00002 | loss  0.181
EP 77/100 | time  4.22s | reward   5609.1 | evac 158 | died 322 | eps 0.100 | lr 0.00002 | loss  0.177
EP 78/100 | time  4.18s | reward   6153.2 | evac 160 | died 320 | eps 0.097 | lr 0.00002 | loss  0.204
EP 79/100 | time  3.28s | reward   4823.6 | evac 158 | died 322 | eps 0.094 | lr 0.00002 | loss  0.209
EP 80/100 | time  3.04s | reward   6278.1 | evac 157 | died 323 | eps 0.091 | lr 0.00002 | loss  0.203
EP 81/100 | time  3.23s | reward   7682.3 | evac 159 | died 321 | eps 0.089 | lr 0.00002 | loss  0.190
EP 82/100 | time  3.22s | reward   6020.6 | evac 165 | died 315 | eps 0.086 | lr 0.00002 | loss  0.218
EP 83/100 | time  1.96s | reward   6002.1 | evac 152 | died 328 | eps 0.083 | lr 0.00002 | loss  0.200
EP 84/100 | time  1.77s | reward   3697.7 | evac 143 | died 337 | eps 0.081 | lr 0.00002 | loss  0.224
EP 85/100 | time  1.75s | reward   3721.9 | evac 136 | died 344 | eps 0.078 | lr 0.00002 | loss  0.216
EP 86/100 | time  1.75s | reward   8226.7 | evac 180 | died 300 | eps 0.076 | lr 0.00002 | loss  0.222
EP 87/100 | time  1.76s | reward   4107.9 | evac 142 | died 338 | eps 0.074 | lr 0.00002 | loss  0.218
EP 88/100 | time  1.78s | reward   6428.8 | evac 165 | died 315 | eps 0.072 | lr 0.00002 | loss  0.216
EP 89/100 | time  1.87s | reward   5558.0 | evac 159 | died 321 | eps 0.070 | lr 0.00001 | loss  0.213
EP 90/100 | time  1.78s | reward   6989.7 | evac 164 | died 316 | eps 0.068 | lr 0.00001 | loss  0.223
EP 91/100 | time  1.76s | reward   5804.7 | evac 157 | died 323 | eps 0.066 | lr 0.00001 | loss  0.218
EP 92/100 | time  1.83s | reward   5508.3 | evac 168 | died 312 | eps 0.064 | lr 0.00001 | loss  0.228
EP 93/100 | time  1.79s | reward  11567.0 | evac 196 | died 284 | eps 0.062 | lr 0.00001 | loss  0.234
EP 94/100 | time  1.80s | reward   6262.7 | evac 160 | died 320 | eps 0.060 | lr 0.00001 | loss  0.221
EP 95/100 | time  1.86s | reward  24837.9 | evac 264 | died 216 | eps 0.058 | lr 0.00001 | loss  0.236
EP 96/100 | time  1.73s | reward  -6572.2 | evac  90 | died 390 | eps 0.056 | lr 0.00001 | loss  0.225
EP 97/100 | time  1.66s | reward   6676.5 | evac 154 | died 326 | eps 0.055 | lr 0.00001 | loss  0.226
EP 98/100 | time  1.78s | reward   5831.0 | evac 160 | died 320 | eps 0.053 | lr 0.00001 | loss  0.236
EP 99/100 | time  1.61s | reward   7332.4 | evac 156 | died 324 | eps 0.052 | lr 0.00001 | loss  0.247
EP 100/100 | time  1.76s | reward  -7259.9 | evac  91 | died 389 | eps 0.050 | lr 0.00001 | loss  0.231
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\smoke_check\smoke_1_DuelingDDQNPrioritized.csv
