Using device: cuda
ALGORITHM: DuelingDDQN
EP 1/100 | time  4.24s | reward -21400.9 | evac  47 | died 433 | eps 0.975 | lr 0.00029 | loss  0.261
EP 25/100 | time  4.37s | reward -19878.2 | evac 242 | died 238 | eps 0.508 | lr 0.00013 | loss  5.453
EP 26/100 | time  4.87s | reward -21671.4 | evac 225 | died 255 | eps 0.494 | lr 0.00012 | loss  5.894
EP 27/100 | time  3.93s | reward -17543.1 | evac 239 | died 241 | eps 0.482 | lr 0.00012 | loss  5.239
EP 28/100 | time  5.75s | reward -17610.1 | evac 236 | died 244 | eps 0.469 | lr 0.00012 | loss  6.657
EP 29/100 | time  4.90s | reward -21691.2 | evac 248 | died 232 | eps 0.456 | lr 0.00011 | loss  5.595
EP 30/100 | time  4.16s | reward -20313.5 | evac 254 | died 226 | eps 0.443 | lr 0.00011 | loss  6.733
EP 31/100 | time  4.11s | reward -17320.8 | evac 258 | died 222 | eps 0.432 | lr 0.00010 | loss  6.684
EP 32/100 | time  4.43s | reward -18472.2 | evac 266 | died 214 | eps 0.420 | lr 0.00010 | loss  6.617
EP 33/100 | time  4.56s | reward -19651.9 | evac 262 | died 218 | eps 0.409 | lr 0.00010 | loss  6.283
EP 34/100 | time  4.51s | reward -20975.9 | evac 258 | died 222 | eps 0.398 | lr 0.00009 | loss  7.432
EP 35/100 | time  4.08s | reward -18858.0 | evac 252 | died 228 | eps 0.387 | lr 0.00009 | loss  7.372
EP 36/100 | time  5.41s | reward -20252.0 | evac 270 | died 210 | eps 0.376 | lr 0.00009 | loss  6.991
EP 37/100 | time  5.50s | reward -18895.2 | evac 264 | died 216 | eps 0.366 | lr 0.00009 | loss  7.336
EP 38/100 | time  5.55s | reward -21839.6 | evac 274 | died 206 | eps 0.356 | lr 0.00008 | loss  7.565
EP 39/100 | time  4.77s | reward -18077.5 | evac 287 | died 193 | eps 0.346 | lr 0.00008 | loss  7.532
EP 40/100 | time  3.96s | reward -18237.9 | evac 281 | died 199 | eps 0.337 | lr 0.00008 | loss  8.479
EP 41/100 | time  4.61s | reward -20118.7 | evac 279 | died 201 | eps 0.328 | lr 0.00007 | loss  7.885
EP 42/100 | time  5.77s | reward -20916.7 | evac 287 | died 193 | eps 0.319 | lr 0.00007 | loss  8.218
EP 43/100 | time  4.02s | reward -17970.8 | evac 286 | died 194 | eps 0.310 | lr 0.00007 | loss  8.497
EP 44/100 | time  4.20s | reward -20004.1 | evac 286 | died 194 | eps 0.302 | lr 0.00007 | loss  8.799
EP 45/100 | time  4.99s | reward -17864.5 | evac 303 | died 177 | eps 0.294 | lr 0.00006 | loss  8.876
EP 46/100 | time  4.05s | reward -19461.1 | evac 302 | died 178 | eps 0.286 | lr 0.00006 | loss  9.430
EP 47/100 | time  5.58s | reward -21601.0 | evac 312 | died 168 | eps 0.278 | lr 0.00006 | loss  9.314
EP 48/100 | time  4.04s | reward -19009.9 | evac 291 | died 189 | eps 0.270 | lr 0.00006 | loss  9.453
EP 49/100 | time  4.41s | reward -17570.7 | evac 306 | died 174 | eps 0.263 | lr 0.00006 | loss  9.069
EP 50/100 | time  4.60s | reward -19500.2 | evac 299 | died 181 | eps 0.256 | lr 0.00005 | loss  9.517
EP 51/100 | time  4.34s | reward -18967.3 | evac 311 | died 169 | eps 0.249 | lr 0.00005 | loss  9.748
EP 52/100 | time  4.67s | reward -19497.1 | evac 299 | died 181 | eps 0.243 | lr 0.00005 | loss  8.439
EP 53/100 | time  4.06s | reward -17875.1 | evac 306 | died 174 | eps 0.236 | lr 0.00005 | loss  8.394
EP 54/100 | time  5.35s | reward -18562.2 | evac 269 | died 211 | eps 0.230 | lr 0.00005 | loss  8.873
EP 55/100 | time  4.06s | reward -18955.3 | evac 311 | died 169 | eps 0.224 | lr 0.00005 | loss  8.241
EP 56/100 | time  4.76s | reward -19868.7 | evac 299 | died 181 | eps 0.218 | lr 0.00004 | loss  8.514
EP 57/100 | time  4.71s | reward -19507.7 | evac 299 | died 181 | eps 0.212 | lr 0.00004 | loss  8.373
EP 58/100 | time  5.30s | reward -21146.7 | evac 326 | died 154 | eps 0.205 | lr 0.00004 | loss  8.026
EP 59/100 | time  3.91s | reward -18278.6 | evac 307 | died 173 | eps 0.200 | lr 0.00004 | loss  7.966
EP 60/100 | time  5.36s | reward -21511.0 | evac 317 | died 163 | eps 0.194 | lr 0.00004 | loss  8.245
EP 61/100 | time  4.61s | reward -17588.2 | evac 312 | died 168 | eps 0.189 | lr 0.00004 | loss  7.840
EP 62/100 | time  4.84s | reward -18487.1 | evac 311 | died 169 | eps 0.184 | lr 0.00004 | loss  7.559
EP 63/100 | time  4.30s | reward -21488.3 | evac 313 | died 167 | eps 0.179 | lr 0.00004 | loss  7.471
EP 64/100 | time  5.70s | reward -17288.4 | evac 314 | died 166 | eps 0.174 | lr 0.00003 | loss  7.671
EP 65/100 | time  4.85s | reward -17939.9 | evac 334 | died 146 | eps 0.170 | lr 0.00003 | loss  7.539
EP 66/100 | time  4.86s | reward -20982.7 | evac 319 | died 161 | eps 0.165 | lr 0.00003 | loss  7.745
EP 67/100 | time  4.33s | reward -22924.1 | evac 316 | died 164 | eps 0.160 | lr 0.00003 | loss  7.487
EP 68/100 | time  3.99s | reward -18511.3 | evac 327 | died 153 | eps 0.156 | lr 0.00003 | loss  7.527
EP 69/100 | time  4.99s | reward -20886.8 | evac 315 | died 165 | eps 0.151 | lr 0.00003 | loss  7.438
EP 70/100 | time  4.77s | reward -19209.2 | evac 317 | died 163 | eps 0.147 | lr 0.00003 | loss  7.095
EP 71/100 | time  5.26s | reward -18736.0 | evac 311 | died 169 | eps 0.143 | lr 0.00003 | loss  7.151
EP 72/100 | time  4.26s | reward -17247.6 | evac 334 | died 146 | eps 0.140 | lr 0.00003 | loss  7.429
EP 73/100 | time  5.59s | reward -18761.5 | evac 328 | died 152 | eps 0.136 | lr 0.00003 | loss  7.131
EP 74/100 | time  5.34s | reward -21255.8 | evac 321 | died 159 | eps 0.132 | lr 0.00002 | loss  6.922
EP 75/100 | time  5.65s | reward -23931.3 | evac 320 | died 160 | eps 0.128 | lr 0.00002 | loss  7.224
EP 76/100 | time  4.97s | reward -22630.2 | evac 309 | died 171 | eps 0.124 | lr 0.00002 | loss  7.082
EP 77/100 | time  4.06s | reward -19140.0 | evac 326 | died 154 | eps 0.121 | lr 0.00002 | loss  7.147
EP 78/100 | time  5.50s | reward -20394.6 | evac 325 | died 155 | eps 0.118 | lr 0.00002 | loss  6.975
EP 79/100 | time  4.47s | reward -24444.7 | evac 324 | died 156 | eps 0.114 | lr 0.00002 | loss  6.946
EP 80/100 | time  4.85s | reward -17912.2 | evac 317 | died 163 | eps 0.111 | lr 0.00002 | loss  6.770
EP 81/100 | time  5.06s | reward -17414.3 | evac 331 | died 149 | eps 0.108 | lr 0.00002 | loss  6.647
EP 82/100 | time  4.17s | reward -17708.3 | evac 341 | died 139 | eps 0.105 | lr 0.00002 | loss  6.772
EP 83/100 | time  4.07s | reward -16972.4 | evac 326 | died 154 | eps 0.103 | lr 0.00002 | loss  6.578
EP 84/100 | time  4.60s | reward -19797.6 | evac 331 | died 149 | eps 0.100 | lr 0.00002 | loss  6.419
EP 85/100 | time  4.19s | reward -17600.5 | evac 325 | died 155 | eps 0.097 | lr 0.00002 | loss  6.861
EP 86/100 | time  4.76s | reward -19432.8 | evac 339 | died 141 | eps 0.094 | lr 0.00002 | loss  6.645
EP 87/100 | time  3.93s | reward -18277.0 | evac 320 | died 160 | eps 0.092 | lr 0.00002 | loss  6.616
EP 88/100 | time  4.24s | reward -18189.7 | evac 327 | died 153 | eps 0.089 | lr 0.00002 | loss  6.205
EP 89/100 | time  4.03s | reward -18689.8 | evac 315 | died 165 | eps 0.087 | lr 0.00001 | loss  6.286
EP 90/100 | time  4.02s | reward -17067.3 | evac 335 | died 145 | eps 0.085 | lr 0.00001 | loss  6.591
EP 91/100 | time  5.36s | reward -25010.6 | evac 322 | died 158 | eps 0.082 | lr 0.00001 | loss  6.469
EP 92/100 | time  4.14s | reward -20377.9 | evac 334 | died 146 | eps 0.080 | lr 0.00001 | loss  6.556
EP 93/100 | time  3.95s | reward -15347.7 | evac 328 | died 152 | eps 0.078 | lr 0.00001 | loss  6.423
EP 94/100 | time  4.06s | reward -18391.0 | evac 327 | died 153 | eps 0.076 | lr 0.00001 | loss  6.438
EP 95/100 | time  4.35s | reward -15978.2 | evac 324 | died 156 | eps 0.074 | lr 0.00001 | loss  6.293
EP 96/100 | time  4.49s | reward -16704.6 | evac 325 | died 155 | eps 0.072 | lr 0.00001 | loss  6.598
EP 97/100 | time  4.57s | reward -17517.7 | evac 320 | died 160 | eps 0.070 | lr 0.00001 | loss  6.265
EP 98/100 | time  4.53s | reward -18833.8 | evac 327 | died 153 | eps 0.068 | lr 0.00001 | loss  6.146
EP 99/100 | time  4.18s | reward -16110.2 | evac 327 | died 153 | eps 0.067 | lr 0.00001 | loss  6.075
EP 100/100 | time  3.71s | reward -14995.1 | evac 323 | died 157 | eps 0.065 | lr 0.00001 | loss  6.425
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\smoke_check\smoke_3_DuelingDDQN.csv
