Using device: cuda
ALGORITHM: QRDQN
EP 1/100 | time  3.52s | reward -14570.1 | evac  71 | died 409 | eps 0.978 | lr 0.00029 | loss  0.046
EP 39/100 | time  3.11s | reward -11863.5 | evac 197 | died 283 | eps 0.379 | lr 0.00008 | loss  0.105
EP 40/100 | time  2.91s | reward  -9688.6 | evac 212 | died 268 | eps 0.371 | lr 0.00008 | loss  0.105
EP 41/100 | time  3.06s | reward -10541.0 | evac 215 | died 265 | eps 0.362 | lr 0.00007 | loss  0.107
EP 42/100 | time  3.25s | reward -12395.9 | evac 235 | died 245 | eps 0.353 | lr 0.00007 | loss  0.097
EP 43/100 | time  3.38s | reward -13720.2 | evac 210 | died 270 | eps 0.344 | lr 0.00007 | loss  0.106
EP 44/100 | time  3.25s | reward -12824.7 | evac 216 | died 264 | eps 0.335 | lr 0.00007 | loss  0.105
EP 45/100 | time  3.12s | reward -10265.6 | evac 213 | died 267 | eps 0.327 | lr 0.00006 | loss  0.107
EP 46/100 | time  3.32s | reward -11178.2 | evac 289 | died 191 | eps 0.318 | lr 0.00006 | loss  0.113
EP 47/100 | time  3.17s | reward  -9589.9 | evac 325 | died 155 | eps 0.311 | lr 0.00006 | loss  0.111
EP 48/100 | time  3.31s | reward -10609.7 | evac 289 | died 191 | eps 0.303 | lr 0.00006 | loss  0.117
EP 49/100 | time  3.08s | reward -10683.3 | evac 221 | died 259 | eps 0.296 | lr 0.00006 | loss  0.110
EP 50/100 | time  3.28s | reward -12681.3 | evac 215 | died 265 | eps 0.288 | lr 0.00005 | loss  0.109
EP 51/100 | time  3.44s | reward -13035.8 | evac 225 | died 255 | eps 0.281 | lr 0.00005 | loss  0.122
EP 52/100 | time  3.44s | reward -14015.5 | evac 222 | died 258 | eps 0.274 | lr 0.00005 | loss  0.116
EP 53/100 | time  3.27s | reward -13694.3 | evac 211 | died 269 | eps 0.267 | lr 0.00005 | loss  0.112
EP 54/100 | time  3.18s | reward -12283.7 | evac 224 | died 256 | eps 0.260 | lr 0.00005 | loss  0.115
EP 55/100 | time  3.18s | reward -10177.3 | evac 231 | died 249 | eps 0.254 | lr 0.00005 | loss  0.121
EP 56/100 | time  3.25s | reward -11349.3 | evac 276 | died 204 | eps 0.247 | lr 0.00004 | loss  0.124
EP 57/100 | time  3.26s | reward -12257.1 | evac 233 | died 247 | eps 0.241 | lr 0.00004 | loss  0.114
EP 58/100 | time  3.41s | reward -14284.1 | evac 249 | died 231 | eps 0.235 | lr 0.00004 | loss  0.126
EP 59/100 | time  3.42s | reward  -8224.7 | evac 319 | died 161 | eps 0.229 | lr 0.00004 | loss  0.121
EP 60/100 | time  3.09s | reward  -6156.4 | evac 326 | died 154 | eps 0.223 | lr 0.00004 | loss  0.120
EP 61/100 | time  3.13s | reward -13129.4 | evac 109 | died 371 | eps 0.218 | lr 0.00004 | loss  0.126
EP 62/100 | time  3.55s | reward -18695.2 | evac 143 | died 337 | eps 0.212 | lr 0.00004 | loss  0.120
EP 63/100 | time  3.28s | reward  -8181.9 | evac 310 | died 170 | eps 0.207 | lr 0.00004 | loss  0.118
EP 64/100 | time  3.44s | reward -12171.9 | evac 230 | died 250 | eps 0.201 | lr 0.00003 | loss  0.123
EP 65/100 | time  3.64s | reward -13787.9 | evac 258 | died 222 | eps 0.196 | lr 0.00003 | loss  0.124
EP 66/100 | time  3.33s | reward  -9826.2 | evac 286 | died 194 | eps 0.191 | lr 0.00003 | loss  0.125
EP 67/100 | time  3.02s | reward  -8583.3 | evac 294 | died 186 | eps 0.187 | lr 0.00003 | loss  0.120
EP 68/100 | time  3.31s | reward -11348.0 | evac 248 | died 232 | eps 0.182 | lr 0.00003 | loss  0.123
EP 69/100 | time  3.34s | reward  -9971.1 | evac 245 | died 235 | eps 0.177 | lr 0.00003 | loss  0.128
EP 70/100 | time  3.31s | reward -12903.9 | evac 175 | died 305 | eps 0.173 | lr 0.00003 | loss  0.125
EP 71/100 | time  3.58s | reward  -8218.2 | evac 250 | died 230 | eps 0.169 | lr 0.00003 | loss  0.126
EP 72/100 | time  3.03s | reward  -8972.5 | evac 247 | died 233 | eps 0.165 | lr 0.00003 | loss  0.118
EP 73/100 | time  3.43s | reward -12250.2 | evac 249 | died 231 | eps 0.160 | lr 0.00003 | loss  0.129
EP 74/100 | time  3.58s | reward -11343.5 | evac 247 | died 233 | eps 0.156 | lr 0.00002 | loss  0.122
EP 75/100 | time  3.41s | reward  -5797.2 | evac 271 | died 209 | eps 0.152 | lr 0.00002 | loss  0.126
EP 76/100 | time  3.41s | reward -10794.7 | evac 121 | died 359 | eps 0.148 | lr 0.00002 | loss  0.127
EP 77/100 | time  3.41s | reward   1426.5 | evac 296 | died 184 | eps 0.144 | lr 0.00002 | loss  0.124
EP 78/100 | time  3.27s | reward   7444.5 | evac 325 | died 155 | eps 0.140 | lr 0.00002 | loss  0.121
EP 79/100 | time  3.40s | reward  -3373.9 | evac 246 | died 234 | eps 0.137 | lr 0.00002 | loss  0.133
EP 80/100 | time  3.59s | reward   -237.3 | evac 258 | died 222 | eps 0.133 | lr 0.00002 | loss  0.126
EP 81/100 | time  3.46s | reward   8521.9 | evac 332 | died 148 | eps 0.130 | lr 0.00002 | loss  0.125
EP 82/100 | time  3.91s | reward    488.6 | evac 265 | died 215 | eps 0.127 | lr 0.00002 | loss  0.133
EP 83/100 | time  3.51s | reward  -8699.9 | evac 119 | died 361 | eps 0.124 | lr 0.00002 | loss  0.135
EP 84/100 | time  3.66s | reward   -906.1 | evac 258 | died 222 | eps 0.121 | lr 0.00002 | loss  0.126
EP 85/100 | time  3.25s | reward   3535.0 | evac 303 | died 177 | eps 0.117 | lr 0.00002 | loss  0.130
EP 86/100 | time  3.33s | reward   -752.4 | evac 261 | died 219 | eps 0.114 | lr 0.00002 | loss  0.133
EP 87/100 | time  3.67s | reward -10179.2 | evac 118 | died 362 | eps 0.111 | lr 0.00002 | loss  0.130
EP 88/100 | time  3.25s | reward    570.1 | evac 258 | died 222 | eps 0.109 | lr 0.00002 | loss  0.123
EP 89/100 | time  3.30s | reward  -6906.0 | evac 162 | died 318 | eps 0.106 | lr 0.00001 | loss  0.123
EP 90/100 | time  3.68s | reward   5195.3 | evac 322 | died 158 | eps 0.103 | lr 0.00001 | loss  0.129
EP 91/100 | time  3.58s | reward  -7584.3 | evac 147 | died 333 | eps 0.101 | lr 0.00001 | loss  0.134
EP 92/100 | time  3.16s | reward   2707.6 | evac 267 | died 213 | eps 0.098 | lr 0.00001 | loss  0.144
EP 93/100 | time  3.41s | reward  -2235.0 | evac 256 | died 224 | eps 0.096 | lr 0.00001 | loss  0.139
EP 94/100 | time  3.10s | reward   2389.0 | evac 266 | died 214 | eps 0.093 | lr 0.00001 | loss  0.126
EP 95/100 | time  3.34s | reward  -9269.2 | evac 123 | died 357 | eps 0.091 | lr 0.00001 | loss  0.134
EP 96/100 | time  3.20s | reward   2034.0 | evac 270 | died 210 | eps 0.089 | lr 0.00001 | loss  0.131
EP 97/100 | time  3.26s | reward  -7474.9 | evac 132 | died 348 | eps 0.086 | lr 0.00001 | loss  0.132
EP 98/100 | time  3.24s | reward  -6558.6 | evac 138 | died 342 | eps 0.084 | lr 0.00001 | loss  0.128
EP 99/100 | time  3.34s | reward  11753.4 | evac 327 | died 153 | eps 0.082 | lr 0.00001 | loss  0.131
EP 100/100 | time  3.23s | reward  -2511.0 | evac 180 | died 300 | eps 0.080 | lr 0.00001 | loss  0.136
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\smoke_check\smoke_1_QRDQN.csv
