Using device: cuda
ALGORITHM: DuelingDDQN
EP 1/100 | time  3.92s | reward -22540.3 | evac  58 | died 422 | eps 0.973 | lr 0.00029 | loss  0.347
EP 55/100 | time  3.39s | reward -18202.6 | evac  38 | died 442 | eps 0.205 | lr 0.00005 | loss  0.707
EP 56/100 | time  3.70s | reward -22401.0 | evac  43 | died 437 | eps 0.199 | lr 0.00004 | loss  0.709
EP 57/100 | time  3.61s | reward -20432.5 | evac  47 | died 433 | eps 0.193 | lr 0.00004 | loss  0.762
EP 58/100 | time  3.67s | reward -19445.3 | evac  22 | died 458 | eps 0.188 | lr 0.00004 | loss  0.768
EP 59/100 | time  3.61s | reward -20152.1 | evac  45 | died 435 | eps 0.182 | lr 0.00004 | loss  0.715
EP 60/100 | time  3.70s | reward -21946.7 | evac  29 | died 451 | eps 0.177 | lr 0.00004 | loss  0.696
EP 61/100 | time  3.74s | reward -23151.8 | evac  41 | died 439 | eps 0.172 | lr 0.00004 | loss  0.679
EP 62/100 | time  3.70s | reward -19723.3 | evac  41 | died 439 | eps 0.167 | lr 0.00004 | loss  0.647
EP 63/100 | time  4.07s | reward -21508.2 | evac  41 | died 439 | eps 0.162 | lr 0.00004 | loss  0.699
EP 64/100 | time  3.65s | reward -19936.2 | evac  36 | died 444 | eps 0.158 | lr 0.00003 | loss  0.710
EP 65/100 | time  3.68s | reward -20414.9 | evac  42 | died 438 | eps 0.153 | lr 0.00003 | loss  0.662
EP 66/100 | time  3.78s | reward -22925.5 | evac  28 | died 452 | eps 0.148 | lr 0.00003 | loss  0.646
EP 67/100 | time  4.10s | reward -21876.4 | evac  44 | died 436 | eps 0.144 | lr 0.00003 | loss  0.566
EP 68/100 | time  3.45s | reward -18564.7 | evac  28 | died 452 | eps 0.140 | lr 0.00003 | loss  0.592
EP 69/100 | time  3.76s | reward -22431.5 | evac  39 | died 441 | eps 0.136 | lr 0.00003 | loss  0.625
EP 70/100 | time  3.83s | reward -21696.5 | evac  37 | died 443 | eps 0.132 | lr 0.00003 | loss  0.647
EP 71/100 | time  3.81s | reward -18826.9 | evac  40 | died 440 | eps 0.128 | lr 0.00003 | loss  0.604
EP 72/100 | time  3.94s | reward -23192.5 | evac  36 | died 444 | eps 0.125 | lr 0.00003 | loss  0.616
EP 73/100 | time  4.52s | reward -20792.6 | evac  43 | died 437 | eps 0.121 | lr 0.00003 | loss  0.598
EP 74/100 | time  4.31s | reward -25469.0 | evac  40 | died 440 | eps 0.117 | lr 0.00002 | loss  0.586
EP 75/100 | time  3.89s | reward -20398.3 | evac  37 | died 443 | eps 0.114 | lr 0.00002 | loss  0.593
EP 76/100 | time  3.82s | reward -23092.0 | evac  39 | died 441 | eps 0.110 | lr 0.00002 | loss  0.640
EP 77/100 | time  3.60s | reward -20365.4 | evac  36 | died 444 | eps 0.107 | lr 0.00002 | loss  0.578
EP 78/100 | time  3.74s | reward -16463.8 | evac  41 | died 439 | eps 0.104 | lr 0.00002 | loss  0.627
EP 79/100 | time  3.61s | reward -20195.9 | evac  38 | died 442 | eps 0.101 | lr 0.00002 | loss  0.607
EP 80/100 | time  3.72s | reward -22065.4 | evac  41 | died 439 | eps 0.098 | lr 0.00002 | loss  0.623
EP 81/100 | time  4.21s | reward -22302.8 | evac  39 | died 441 | eps 0.095 | lr 0.00002 | loss  0.627
EP 82/100 | time  3.82s | reward -18947.3 | evac  36 | died 444 | eps 0.093 | lr 0.00002 | loss  0.605
EP 83/100 | time  3.80s | reward -21942.9 | evac  39 | died 441 | eps 0.090 | lr 0.00002 | loss  0.624
EP 84/100 | time  3.72s | reward -20921.0 | evac  37 | died 443 | eps 0.087 | lr 0.00002 | loss  0.592
EP 85/100 | time  3.82s | reward -22163.4 | evac  40 | died 440 | eps 0.085 | lr 0.00002 | loss  0.723
EP 86/100 | time  3.83s | reward -23689.3 | evac  35 | died 445 | eps 0.082 | lr 0.00002 | loss  0.644
EP 87/100 | time  3.47s | reward -17877.9 | evac  30 | died 450 | eps 0.080 | lr 0.00002 | loss  0.570
EP 88/100 | time  3.58s | reward -20040.1 | evac  30 | died 450 | eps 0.078 | lr 0.00002 | loss  0.586
EP 89/100 | time  3.65s | reward -19600.5 | evac  39 | died 441 | eps 0.075 | lr 0.00001 | loss  0.550
EP 90/100 | time  3.29s | reward -20620.5 | evac  37 | died 443 | eps 0.073 | lr 0.00001 | loss  0.616
EP 91/100 | time  3.18s | reward -22028.4 | evac  36 | died 444 | eps 0.071 | lr 0.00001 | loss  0.608
EP 92/100 | time  3.69s | reward -24452.1 | evac  36 | died 444 | eps 0.069 | lr 0.00001 | loss  0.620
EP 93/100 | time  3.28s | reward -19078.1 | evac  39 | died 441 | eps 0.067 | lr 0.00001 | loss  0.559
EP 94/100 | time  3.31s | reward -20080.4 | evac  36 | died 444 | eps 0.065 | lr 0.00001 | loss  0.567
EP 95/100 | time  3.47s | reward -17541.2 | evac  40 | died 440 | eps 0.063 | lr 0.00001 | loss  0.571
EP 96/100 | time  3.15s | reward -21492.6 | evac  38 | died 442 | eps 0.061 | lr 0.00001 | loss  0.524
EP 97/100 | time  3.14s | reward -17702.1 | evac  36 | died 444 | eps 0.060 | lr 0.00001 | loss  0.535
EP 98/100 | time  3.42s | reward -22513.2 | evac  37 | died 443 | eps 0.058 | lr 0.00001 | loss  0.499
EP 99/100 | time  3.44s | reward -21285.3 | evac  39 | died 441 | eps 0.056 | lr 0.00001 | loss  0.574
EP 100/100 | time  2.94s | reward -19637.7 | evac  38 | died 442 | eps 0.055 | lr 0.00001 | loss  0.606
[done] metrics saved -> C:\Users\nikmi\OneDrive\Рабочий стол\pyPROJECT\ДИПЛОМ\PROGS\full_jaga_jaga\smoke_check\smoke_1_DuelingDDQN.csv
